"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"instagram_url";"awards";"multiple_locations";"id";"FederationAbbr";"team";"CountryAbbr";"source ID";
"Ribeiro Jiu-Jitsu Carlsbad";"https://www.ribeirojiujitsucarlsbad.com/";(442) 325-1540;"6158 Innovation Way";"Carlsbad";"CA";92009;;"United States";"We are a family owned Fitness and Martial Arts Studio with the purpose of promoting health and well-being to our community throughout our programs. We teach Physical Education Exercises (stretching, strengthening, cardiovascular, balance, agility, flexibility, coordination, etc.) and Martial arts (Brazilian Jiu-jitsu, Judo, Self Defense and Kickboxing). We offer group and private classes to both children and adults.";"https://www.ribeirojiujitsucarlsbad.com/uploads/9/8/8/3/98838002/published/rjj-header-logo.png?1502836192";"https://www.ribeirojiujitsucarlsbad.com/our-programs.html";"Our Kid’s Program is for children ages 4-7 and 7-13. We are a friendly and family oriented school dedicated to improve your child’s character and attitude. We focus on teaching Jiu-jitsu, Judo and Anti-Bullying Self-Defense to develop the child’s physical fitness, self-esteem, discipline, confidence, respect, focus, social skills, responsibility, good habits, teamwork and friendship. All this while doing fun exercises and games. Your child will love it!";;;"No-Gi Jiu-Jitsu, Judo, Fitness Conditioning, Kickboxing";;"https://www.ribeirojiujitsucarlsbad.com/our-schedule.html";;"Joao Silva";;"info@rjjcarlsbad.com";"https://www.facebook.com/ribeirojjcarlsbad/";"https://www.youtube.com/@jcsfitnessandmartialarts8914/";"https://youtu.be/RfhfyvsdjM0";"https://www.instagram.com/sixbladesbjjcarlsbad/";"Joao Silva - 4 Time IBJJF World Master Jiu-jitsu Champion ( 2 with Gi and 2 No-Gi); 2 Time IBJJF American National Master Jiu-jitsu Champion; 1 Time IBJJF Pan-Am Master Jiu-jitsu Champion; Several Times Runner-Up at IBJJF World Master, American National and PAN-AM Jiu-jitsu championships";0;1899;;;"US";;
"Hurricane Brazilian Jiu-Jitsu";"https://hurricanebjj.com/";(760) 578-7411;"1281 N. Gene Autry Trail #D";"Palm Springs";"CA";92262;;"United States";"We are committed to helping people of all ages in Brazilian Jiu-Jitsu as well as a lifestyle of learning and self-improvement. At HURRICANE BJJ, whether you want to learn basic self defense or your goal is to compete one day, we have a class for you!";"https://hurricanebjj.com/wp-content/uploads/2022/04/hurricane-logo.jpeg";;"We teach students from 5 to 15 how to assert themselves against bullies, and if attacked, how to neutralize the situation. Our curriculum is tailored and specifically designed for children, striking an ideal balance of structured fun and opportunities for personal growth. We aim to promote self-control, respect, and honesty. Students in our program are here because their parents want something challenging, encouraging, and special for their child. The lessons learned on the mat are accomplishments your child will carry with them into adulthood. We are inspired each and every day by our wonderful students, and we hope that you consider joining our family. Going beyond the grappling of Brazilian Jiu-Jitsu, we teach a mix of traditional martial arts and self-defense. We keep our classes fun and engaging. Your child will develop balance, coordination, a healthy approach to fitness, and most importantly the confidence that comes from succeeding at an activity that they love!";;;"No-Gi BJJ";;"https://hurricanebjj.com/classes/";;"Josh Dubinsky";;;"https://www.facebook.com/hurricanebjj/";;;"https://www.instagram.com/hurricanebjj/?";;0;1826;;;"US";;
"Bruno Lima Brazilian Jiu Jitsu Academy";"http://www.brunolimabjj.com/";(916) 548-6718;"2145 Park Ave #1";"Chico";"CA";95928;;"United States";"Experience a little piece of Brazil in Chico and Orland, Ca. At Bruno Lima Brazilian Jiu Jitsu Academy, our students learn authentic Brazilian Jiu Jitsu from Professor Bruno Lima, who grew up training in his hometown in Rio de Janeiro, Brazil. He brings his passion for quality technique and over 20 years of experience training and competing to deliver the best training experience in Butte county.";"https://lh3.googleusercontent.com/fiKbt-ROidwvP0HVfOsCyp0GmGOquAtyIjMwIXr5K8F4EE-srroxCYU8wcGeMGo4_XJMgsEl8K7XMN-onQ=s80";"http://www.brunolimabjj.com/class-descriptions";"Kid's Class - The kid's class helps kids develop physical qualities such as coordination, balance, and agility. In Professor Bruno Lima's class, the kids will learn discipline, respect, self defense, and self confidence.They will learn teamwork through learning techniques, rolling with partners, and playing Jiu Jitsu inspired games in teams. Youngster's Class - The youngster's class focuses on the different learning needs for younger kids. Professor Bruno Lima mixes basic BJJ fundamentals with Jiu Jitsu inspired games to keep the class fun and interesting!";"http://www.brunolimabjj.com/class-descriptions";"The purpose of the women's class is to strengthen the women's BJJ community. Students will learn basic BJJ techniques and movements without the pressure to spar until they are ready. The women's class is the perfect beginner's class for any women who are brand new to BJJ.";"NoGi, Private Class, Seminars";;"http://www.brunolimabjj.com/schedule";;"Bruno Lima";;"academy@brunolimabjj.com";"https://www.facebook.com/BrunoLimaJiuJitsu";"https://www.youtube.com/@brunolimajiujitsu8219/";"https://youtu.be/icviLz-L7MM";"https://www.instagram.com/brunolimabjjacademy/";;0;1792;;;"US";;
"Gracie Barra Chino Brazilian Jiu Jitsu";"https://gbchino.com/";(909) 325-7228;"13751 Roswell Ave., Suite G";"Chino";"CA";91710;"5/5 Stars";"United States";"Our academy is a family-friendly environment, where people of all ages can come and train in Brazilian Jiu Jitsu together. We believe that training as a family can be a rewarding and bonding experience, and we encourage families to participate in classes together. Our instructors are skilled in teaching Brazilian Jiu Jitsu to students of all ages and skill levels, and are committed to providing a safe and positive learning environment for everyone. Whether you are a parent looking to train with your child or a group of siblings seeking to train together, our academy is the perfect place for your family to learn and grow together. Come train with us and discover the benefits of training in Brazilian Jiu Jitsu as a family.";"https://assets.cdn.filesafe.space/0ICwvMRLKi1SfhYXw4La/media/5d7996f7-3be8-495c-89dc-4b3d011d239c.png";"https://gbchino.com/#section-UpjPevzs2";"Martial Arts classes for kids and teens at Gracie Barra Jiu Jitsu Academy are designed to promote physical, mental and emotional development. Our experienced instructors provide a safe and supportive environment where students can learn self-defense techniques, improve their fitness levels and build confidence. Improved Focus and Concentration: Martial arts training helps kids and teens develop focus and concentration, which can carry over into their academic and athletic performance. Increased Confidence and Self-Esteem: Through learning new techniques and successfully practicing them, kids and teens can build confidence and self-esteem, leading to a positive outlook on life";;;;;;;"Rafael Oliveira";"Free Class";"team@gbchino.co";"https://www.facebook.com/gbchino/";;;"https://www.instagram.com/graciebarrachino/";;0;305;;;"US";;
"Sektor Jiu-Jitsu";"https://sektorbjj.com/";(909) 614-1307;"12634 Central Ave";"Chino";"CA";91710;;"United States";"Over time and with consistency, Jiu Jitsu practice provides real-life skills, such as discipline, hard work ethic, and respect for oneself and others. Whether you view Jiu Jitsu as a sport, hobby, discipline, or all of the above, it is no doubt one of the most rewarding investments";"https://sektorbjj.com/wp-content/uploads/2021/03/sektorlogowhite.png";"https://sektorbjj.com/classes-schedule";"It’s a widely known fact that martial arts are an excellent outlet for youths and teens. It helps develop character, perserverance, and especially self-confidence. However, when it comes to benefits, Brazilian Jiu Jitsu is head and shoulders above other martial arts, especially when it comes to teaching children. Brazilian Jiu Jitsu is known as “the gentle art” and the best practitioners are recognized for their patience and grace–not their raw power or furious killer instinct. This is one of the main reasons that BJJ is so great for preparing children to deal with bullies. It’s a martial art that doesn’t rely on punches and kicks, or even speed or strength. Brazilian Jiu Jitsu’s power comes from its scientific approach to self defense.";;;;;"https://sektorbjj.com/classes-schedule";;"Sean Roberts";;"info@SektorBJJ.com";"https://www.facebook.com/SektorBJJ/";"https://www.youtube.com/@Seanrobertsbjj";"https://youtu.be/Tw86oxU9fBI";"https://www.instagram.com/sektorbjj/";"Sean Roberts - 2018 American National Champion (black belt); 2015 Sport Jiu-Jitsu Absolute World Champion (Black Belt); 2016 Sport Jiu-Jitsu Middleweight World Champion (Black Belt); 4X World Champion Medalist; 4X North American Champion; 3X American National Champion; 4X Grapplers Quest Advanced Champion; 2007 No-Gi World Champion; 2011 Grapplers Quest Absolute Champion; 2011 American National Absolute Champion; 2011 US Open Champion; 2012 San Francisco Open Absolute Champion; 2012 BJJ Kumite (Reality Series for Top Brown Belts Around the World); 2013 Budovideos PPV Seminar with Kurt Osiander; 2012/13 Featured in Gracie Magazine and Jiu-Jitsu Magazine; 2013 KO Finisher Superfight winner in two black belt superfights; 2014 Metamoris Competitor (Sean Roberts vs. Zak Maxwell); 2014 UFC Fan Expo Grapplers Quest Gold Medalist; 2015 NABJJF All Americas Champion (Black Belt)";0;306;;;"US";;
"Millennia MMA - Chino";"https://www.millenniamma.com/";(909) 248-2924;"5475 Philadelphia St., Ste G";"Chino";"CA";91710;;"United States";"Millennia MMA is one of Southern California’s top mixed martial arts gyms. Established in 1999, Millennia has been home to many championship fighters from around the world. Today, we have over 15 hours of classes per day and over 20 trainers and coaches. No trainer has less than 20 years of experience, and every one of them has competed on a professional level. It is a priority to us that you’re being taught by experts. Millennia takes pride in our coaching staff and credits them for our continued success in all of our programs. Millennia offers a variety of classes, such as Brazilian Jiu-Jitsu, Muay Thai Kickboxing, Boxing, MMA and Cardio Kickboxing. The majority of our classes are beginner friendly and our staff will makes everyone feel at home. Whether your goals are to get in shape, learn martial arts or become a top level MMA fighter, we can help you achieve your goals and see results.";"https://images.squarespace-cdn.com/content/v1/5b50e54c266c072ddcacd252/1532640047883-9L51J58O5DXZZTWANDRY/Millennia+MMA?format=2500w";"https://www.millenniamma.com/kids-classes";"Safety is our top priority in our kid's classes. While martial arts centered action films seem to be filled to the brim with violent behavior and gory injuries, you may be surprised to learn that martial arts training is actually very beneficial to kids. Kids become more self confident, respectful, dedicated, disciplined and they make new friends by learning the arts. These benefits often carry into school and will affect their behavior at home. Martial arts will become an all around good influence as they develop into adults. All of our kids classes are beginner friendly and safe.";;;"MMA, No Gi Jiu Jitsu, Pankration, Cardio Kickboxing, Wrestling";;"https://www.millenniamma.com/schedule-locations";;"Romie Aram";;;"https://www.facebook.com/millennia.mma.chino.hills/";"https://www.youtube.com/@MillenniaMMA/";"https://youtu.be/rt9gs9-5YwU";"https://www.instagram.com/millenniamma/";;0;1755;;;"US";;
"Kickfit Martial Arts & Fitness";;(619) 409-2616;"1725 4th Ave, Unit #1011";"Chula Vista";"CA";91910;;"United States";;;;;;;;;;;;;;;;;;;0;309;;;"US";;"Closed"
"Six Blades Jiu-Jitsu Eastlake";;(619) 777-0351;"2318 Proctor Valley Rd, Suite 106";"Chula Vista";"CA";91914;;"United States";"Brazilian Jiu Jitsu is often referred to as ""the gentle art"".  It focuses on technique over strength, and using leverage to dominate your opponent. A smaller and weaker person can successfully defeat his or her opponent using proper leverage and technique. The focus of Six Blades Jiu Jitsu Eastlake is to provide students the with the highest quality martial arts instruction available, in a safe and positive learning environment that people of all ages can enjoy.  Everyone is welcomed!  Sensei Papalegua is with students every step of the way to help them reach their individual goals (and even reach some new goals they've never before thought possible). Six Blades Jiu Jitsu Eastlake provides several programs for a variety of purposes, ranging from jiu jitsu, to self- defense, to esteem and life building skills, and much more. The teaching curriculum at Six Blades Jiu Jitsu Eastlake is based on the 6 Blades values: Family, Respect, Loyalty, Discipline, Attitude and Honor. Our mission is to provide the best in Brazilian  Jiu Jitsu training, both physically and mentally. Six Blades Jiu Jitsu Eastlake offers a welcoming place where students will feel they are among family, while learning the gentle art of Brazilian Jiu Jitsu and making the commitment to improve one’s discipline, self-esteem, and self-control.";"https://static.wixstatic.com/media/151eb1_71e0776996d144fc8d1e0dacb90897ae~mv2.png/v1/fill/w_53,h_47,al_c,q_85,usm_0.66_1.00_0.01/NEW%20SIX%20BLADES%20EASTLAKE%20LOGO_PNG.webp";;;;;;;;;"Jose 'Papalegua' Alencar";;;;;;;;0;1900;;;"US";;
"Pacific Martial Arts - Clovis";"https://fresnopma.com/";(559) 436-4641;"275 N Clovis Ave, Suite 147";"Clovis";"CA";93612;;"United States";"Our mission: Strive to provide high quality martial arts instruction in a safe, family friendly environment to help students achieve their full potential.";"https://fresnopma.com/wp-content/uploads/sites/526/2021/11/Logo-100.png";;;;;"Karate, Aiki-Jujutsu & Japanese Sword, Cardio Kickboxing ";"Brazilian Jiu Jitsu Memberships - BJJ Adult 1 year prepay $1,200.00, BJJ Adult 6 month prepay $750.00, BJJ Adult Monthly Auto Pay $150.00, Youth BJJ 1 year prepay $1,200.00, Youth BJJ 6 month prepay $750.00, Youth BJJ Monthly Auto Pay $150.00. Wrestling Memberships - Wrestling Auto Pay $125.00; Muaythai Memberships - Muaythai Adults auto pay $125.00. Karate Memberships - Adult Karate 1 year prepay $1,200.00, Karate Adults auto pay $125.00, Karate Youth - 1 year prepay $1,200.00, Karate Youth - auto pay $125.00, Little Ninjas $100.00. AikiJuJutsu – AikiJuJutsu $125.00. Eskrima - Eskrima $125.00. HEMA - HEMA $100.00, PMA online - Trial week $59.00, PMA athletic sponsorship $25.00";"https://fresnopma.com/schedule/";"Mon, Wed, Fri: 6:00am-9:00pm; Tues, Thurs: 9:00am-8:00pm; Sat: 9:00am-12:00pm; Sun: 12:30pm-4:00pm ";"Matt Smith";;"fresnopma@gmail.com";"https://www.facebook.com/PacificMartialArtsClovis/";"https://www.youtube.com/@ARWCgirl/";"https://youtu.be/yrZj1rzTaxc";"https://www.instagram.com/fresnopma/";;0;261;;;"US";;
"Redlion Brazilian Jiu-Jitsu";;(559) 323-7970;"30 W Shaw Ave";"Clovis";"CA";93612;;"United States";;;;;;;;;;;;;;;;;;;0;262;;;"US";;"Closed"
"Royce Gracie Jiu-Jitsu of Fresno";"https://www.graciefresno.com/";(559) 322-4084;"2950 E Nees Ave, Suite 107";"Fresno";"CA";93720;;"United States";"Our mission is to help students become the best version of themselves through authentic self-defense training in a clean and positive environment. We are committed to upholding the complete art of Gracie Jiu-Jitsu as practiced by Grandmaster Helio Gracie, with techniques developed through a direct lineage from the samurai warriors of feudal Japan.";;;;;;;;"https://www.graciefresno.com/general-8";;"Tosh Cook";;;"https://www.facebook.com/people/Royce-Gracie-Jiu-Jitsu-of-Fresno/100058107854847/";;;"https://www.instagram.com/rgjj_of_fresno/";;0;263;;;"US";;
"Combat Fitness";"https://maxcombatfitness.com/";(925) 934-9898;"981 Bancroft Rd";"Concord";"CA";94518;;"United States";"Combat Fitness offers only the best in training, fitness and conditioning programs, dedicated to helping you achieve all your fitness goals! Taught by our passionate and professional coaching staff, we offer classes specializing in Muay Thai, Brazilian Jiu-Jitsu, Cardio Boxing, Strength & Conditioning, and more! Our classes cater to men, women, and children of all experience levels. Join us in Concord and get more from your routine.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/6010/new-logo-110851.png";"https://maxcombatfitness.com/classes/Kids-Martial-Arts";"At Combat Fitness, we know how important your child's development is to their success in life. That's why we go above and beyond in our Kids Martial Arts program to offer the best blend of mental, physical, and emotional growth to students across Concord. Our Kids Martial Arts program is high-energy fun. But it also offers vital character skills that simply can't be taught in a classroom. ";;;"Muay Thai, Fitness Boxing, Personal Training";;"https://maxcombatfitness.com/Home/Schedule";;;;"tntwc98@yahoo.com";"https://www.facebook.com/combatfitnessconcord/";"https://www.youtube.com/@combatfitness2944/";"https://youtu.be/vQvRRNDyZ5s";"https://www.instagram.com/combat_fitness89/";;0;274;;;"US";;
"Sabre Jiu-Jitsu Academy";"https://www.sabrebjj.com/";(925) 305-1748;"930 Detroit Ave, Suite F";"Concord";"CA";94518;"5/5 Stars";"United States";"Established June 2014. Located on 930 Detroit Ave, Suite F. Concord, CA 94518. Offering Brazilian JiuJitsu (Gi and NoGi), Wrestling, Judo for Adults and Kids. We are also honored to be part of the We Defy Foundation, Through Brazilian JiuJitsu and fitness training we help provide combat veterans suffering from life-disabling injuries and/or PTSD a long term means to overcome their challenges.";"https://static.wixstatic.com/media/df16c2_19f0bd79402843769765360991cb90bc~mv2.jpg/v1/crop/x_52,y_54,w_511,h_747/fill/w_124,h_181,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/10-9-18-4239.jpg";;;;;"Wrestling, Judo, Boxing";;"https://www.sabrebjj.com/schedule";;"Bryant Pangelinan";"First Class is always Free!";"sabrebjjacademy@gmail.com";"https://www.facebook.com/SabreJiuJitsuAcademy/";"https://www.youtube.com/@sabrebjj4604/";"https://youtu.be/x6RSf64HWYg";"https://www.instagram.com/sabre_bjj/";"Bryant Pangelinan - 9 Time No Gi Worlds medalist; 37 time IBJJF medalist as a blackbelt; Pan No Gi blackbelt Champion; 3X No Gi Worlds Champion; 3X IBJJF American National GI Silver Medalist; IBJJF American National No GI Bronze Medalist; IBJJF European No Gi Championships Silver Medalist; San Francisco Open Champion; Houston Open Champion; Houston Open Absolute Runner Up; Asian Open Champion; Las Vegas Open Champion; Triple Gold Chicago Open Champion; American Cup Champion; All Star Challenge Absolute Champion; S7 Grappling No Gi Expert Champion; US Open Silver Medalist; Rome Open Silver Medalist; KO finisher Superfight Competitor; Five Grappling 8 man Black Belt Competitor; Marianas Open Invitational blackbelt competitor; Fight to Win Superfight competitor; Gracie Nationals Black Belt SuperFight Champion; Brew-Jitsu Black Belt SuperFight Winner";0;275;;;"US";;
"UFC GYM Concord";"https://www.ufcgym.com/";(925) 265-8130;"1975 Diamond Blvd";"Concord";"CA";94520;;"United States";"Start your journey with the club that’s right for you and your goals. Set yourself up for success with a supportive community and a fitness facility that offers the amenities and knowledge you need to become your best. UFC GYM is the ultimate MMA-inspired fitness experience. Unlock your potential and elevate your performance in a highly-energized and supportive environment. Take advantage of the opportunity to roll on the Brazilian Jiu-Jitsu mats and hit the bags in a large bag room. Beat the boredom with access to numerous fitness classes, specialty equipment, weight and cardio rooms, and more. We are more than a club, we are a community. Each club is a reflection of its members and their commitment to living through experiences. We Train Different together.";"https://www.ufcgym.com/images/ufc-gym-logo-red.svg";"https://www.ufcgym.com/classes/youth";"Overcome challengers regardless of size with BJJ. Learn self-defense techniques, and develop conditioning and athletic skills through unique grappling principles.";;;"Kickboxing Skills and Technique, Muscle Makeover, HIIT - Signature DUT, Fight Fit, Boxing, MMA";;"https://www.ufcgym.com/locations/concord/schedule";"Mon: open 5:00am; Tues-Thurs: 24 hours; fri: close at 11pm; Sat, Sun: 6:00am-8:00pm";;;"jayson.carruthers@ufcfit.com";"https://www.facebook.com/UfcGymConcord/";;;"https://www.instagram.com/ufcgymconcord/";;0;276;;;"US";;
"ATC Martial Arts";"https://atccorona.com/";(951) 520-0200;"205 E. 5th St.";"Corona";"CA";92879;;"United States";"When you join American Taekwondo Center, you become part of our family! We are a community based school that respects the traditions of martial arts.";"https://img1.wsimg.com/isteam/ip/3cf893c8-070b-44a4-876d-fb847a267b93/logo/aff092f7-f248-404e-905a-48071ef0bf8f.webp/:/rs=w:80,h:80,cg:true,m/cr=w:80,h:80/qt=q:95";;;;;"Taekwondo, Hapkido, Gumdo, Gymnastics, Parkour";;;"Mon-Thurs: 2:00pm-9:00pm; Fri: 2:00pm-6:30pm; Sat: 9:00am-12:00pm";"Miguel A Lind";;"info@atccorona.com";"https://www.facebook.com/ATCMartialArts/";;;"https://www.instagram.com/atccoronatkd/";;0;167;;;"US";;
"Jimmy Tat Brazilian Jiu-Jitsu";"https://www.coronabjj.net/";(714) 907-5215;"211 Dupont St, #101";"Corona";"CA";92879;;"United States";"Jimmy Tat began training Brazilian Jiu-Jitsu (BJJ) in 2004 under Koji Murakami at Montreal BJJ in Canada. Throughout his training, he completed his law degree and worked in the Canadian Forces as a medic, all while competing in multiple jiu-jitsu competitions each year. After receiving his black belt in 2013, he decided to move to California with his family to pursue his dream of training with the best in the world. His journey has led him to the renowned Team Checkmat. After 3 years of intense training, competing, and teaching/coaching, Jimmy has chosen to open his own school in Corona, where he wishes to share his passion for Jiu-Jitsu and contribute to the community in a positive way.";"https://images.squarespace-cdn.com/content/v1/60897f3ac3267a5822e5305a/1619627568888-F4425QJB606KE44TZHTH/jimmy-tat-print.png?format=1500w";;;;;;"Adults - $177/mo, Kids - $145/mo";"https://www.coronabjj.net/schedule";;"Jimmy Tat";"Free 30-day trial for new students";"info@coronabjj.net";"https://www.facebook.com/coronajiujitsu/";;;"https://www.instagram.com/jimmytatbjj/";"Jimmy Tat - IBJJF Sacramento Open M3 Black Belt, 1st - 2023; IBJJF Sacramento Open Class M3 Black Belt, 2nd - 2023; IBJJF Orange County Open M3 Black Belt, 2nd - 2023; IBJJF San Diego M3 Black Belt Open Class, 2nd - 2023; IBJJF San Diego M3 Black Belt, 1st - 2023; IBJJF American National M3 Black Belt, 2nd - 2023; IBJJF American National M3 Black Belt Open Class, 3rd - 2023; IBJJF San Diego Spring Open M3 Black Belt, 1st - 2023; IBJJF Los Angeles Open M3 Black Belt, 1st - 2023; IBJJF Los Angeles Open M3 Black Belt Open Class, 3rd - 2023; IBJJF Los Angeles Open No Gi M3 Black Belt, 2nd - 2023; IBJJF Los Angeles Open No Gi M3 Black Belt Open Class, 3rd - 2023; IBJJF Atlanta Open M2 Black Belt, 2nd - 2023; IBJJF Atlanta Open M2 Black Belt, 2nd - 2023; IBJJF Atlanta Open M2 Black Belt Open Class, 3rd - 2023; IBJJF World No Gi M2 Black Belt, 2nd - 2022; IBJJF Pan No Gi M2 Black Belt, 3rd - 2022; IBJJF American National M2 Black Belt, 3rd - 2022; IBJJF North America Masters Black Belt, 3rd -  2022; IBJJF Denver Open M2 Black Belt, 1st - 2022; IBJJF San Diego Open M2 Black Belt Open Class, 2nd - 2022; IBJJF San Diego Open M2 Black Belt, 1st - 2022; IBJJF Los Angeles Open M2 Black Belt, 3rd - 2022; IBJJF Dallas Open M2 Black Belt Open Class, 3rd - 2022; IBJJF Dallas Open M2 Black Belt, 2nd - 2022; NAGA San Diego Masters Division Champion 2022; IBJJF Phoenix Open M2 Black Belt, 3rd - 2021; IBJJF American National Open M2 Black Belt, 3rd - 2021; IBJJF Austin Open M2 Black Belt, 3rd - 2020; IBJJF Fresno Open M2 Black Belt, 1st - 2020; IBJJF Long Beach Open M2 Black Belt, 2nd - 2019; IBJJF Long Beach Open M2 Black Belt, 1st - 2019; SJJIF World Champion Adult Black Belt Middleweight, 1st - 2014; SJJIF 10th Annual Black Belt M1 Open weight Champion, 1st - 2014; IBJJF Boston Open Champion Adult Brown Belt, 1st - 2012; NAGA Montreal Champion Expert Division 2012; Multiple X Vermont Open Advance Belt Champion and Absolute Champion; UFC coach";0;1834;;;"US";;
"Empire Training Center";;(951) 340-4654;"500 Harrington St";"Corona";"CA";92880;;"United States";;;;;;;;;;;;;;;;;;;0;169;;;"US";;"Closed"
"Gracie Barra Corona";"http://www.coronabjj.com/";(951) 505-1441;"280 Teller St., Unit 100";"Corona";"CA";92879;"5/5 Stars";"United States";"Since 2007, we have been providing self-defense instruction in the Art of Brazilian Jiu-Jitsu to men and women of all ages, and to kids 3 years old and up. Participating in our program is a great way to learn a practical and proven system of self-defense, get in top physical condition and develop life changing levels of self-confidence and awareness. Join us and learn The Worlds Most Effective System of Self Defense Taught in a Safe, Fun and Family Friendly Environment! Great Fun for the Whole Family! Improve your health, stamina & lose weight Fun and exciting way to meet new friends Family Discounts! Increased Flexibility. Tremendous Self-Confidence Builder. Kids learn respect, discipline and the importance of teamwork";"https://graciebarra.com/corona-ca/wp-content/uploads/sites/99/2018/01/GracieBarraCoronaCA-Logo.png";"https://graciebarra.com/corona-ca/kids-teens-programs/";"Children and teens of all skill levels and abilities will benefit from Jiu-Jitsu classes at Gracie Barra Corona. Our GB Kids Program is designed to teach children self-discipline as well as providing a unique way to express themselves. Our instructors are trained to interact and offer gentle correction for children and teens who practice the art of Jiu-Jitsu. Children over the age of three can begin their training at any of our 700 Gracie Barra Schools, experiencing the true power of brotherhood and integrity. Our GBK program is structured similarly to adult courses, with adaptations and modifications made to reach the different age ranges in the class. Jiu-Jitsu classes for children begin with the building blocks that are needed to teach the fundamentals of Jiu-Jitsu. We have developed a curriculum that is structured in a way that shows children and teens the value of routine, cooperation and self-awareness.";;;"BarraFIT";;"https://graciebarra.com/corona-ca/our-school/#schedule";"Mon, Wed: 5:30am-7:30am, 2:30pm-9:00pm; Tues, Thurs: 11:30am-1:30pm, 2:30pm-8:30pm; Fri: 11:20am-1:30pm, 4:00pm-7:30pm; Sat: 8:30am-12:30pm; Sun: 9:30am-11:30am, 6:00pm-7:30pm";;;"info@graciebarracorona.com";"https://www.facebook.com/coronabrazilianjiujitsu/";"https://www.youtube.com/@GracieBarraCorona/";"https://youtu.be/wBJ3m30xdcI";"https://www.instagram.com/gbcoronabjj/";;0;171;;;"US";;
"No Borders BJJ";;(714) 334-1399;"2780 Cabot Dr #165";"Corona";"CA";92883;"5/5 Stars";"United States";"Brazilian Jiu Jitsu is a martial art that focuses on grappling and ground fighting. It benefits those that know the technique; indifferent of strength, size, age, and gender. At No Borders, it is our goal to teach our students discipline, self-confidence, and perseverance. We focus on teaching techniques that promote self defense for every day situations. Jiu Jitsu not only creates a great fighter but builds character";"https://static.wixstatic.com/media/bd18dc_72378633970e4a85918afa7ce9882def~mv2.jpeg/v1/fill/w_598,h_120,al_c,q_80,usm_0.66_1.00_0.01/logo.jpeg";;;;;;;;;;;"nobordersbjj@gmail.com";"https://www.facebook.com/people/No-Borders-bjj/100063549881556/";;;"https://www.instagram.com/no_bordersbjj/";;0;172;;;"US";;
"EDJ School of Jiu-Jitsu";"https://edjmartialarts.com/";(951) 662-0162;"210 Dupont St";"Corona";"CA";92879;"4.2/5 Stars";"United States";"We know that finding a martial arts school can be overwhelming. At EDJ School of Jiu Jitsu, our priority is to help you and/or your children become better versions of yourselves. Our expert instructors are here to learn your goals, and help you achieve them in a fun, exciting, and welcoming environment.";"https://marketmusclescdn.nyc3.digitaloceanspaces.com/wp-content/uploads/sites/67/2022/11/23134102/EDJ_Logo_SQ_Outline.png";"https://edjmartialarts.com/program/kids-martial-arts/";"Give Your Kids the Lifelong Gifts of Personal Success, Confidence, Discipline and Self-Defense. Martial arts classes normally makes you think of self-defense, being strong, fit and safe. The truth is, it’s all that and WAY more!";"https://edjmartialarts.com/program/womens-only-bjj/";"Get in Shape and Harness Your Body’s Capabilities with Brazilian Jiu Jitsu. Brazilian Jiu Jitsu is a martial art and fighting technique that is designed to help people of any size defend themselves. It’s also a terrific way to tone and firm your body and reap the health benefits of martial arts.";;;;"Mon-Thurs: 10:00am-9:30pm, Fri: 6:00pm-10:00pm, Sat: 9:00am-2:00pm";"Juan Pablo Garcia";;"pttcorona@gmail.com";"https://www.facebook.com/EDJHeadquarters/";"https://www.youtube.com/@EDJSCHOOLOFJIUJITSU/";"https://youtu.be/BgEgIxj21bo";"https://www.instagram.com/edjmartialarts/";;0;173;;;"US";7703;
"UFC GYM Corona";"https://www.ufcgym.com/";(951) 808-3850;"470 McKinley St";"Corona";"CA";92879;"3/5 Stars";"United States";"Start your journey with the club that’s right for you and your goals. Set yourself up for success with a supportive community and a fitness facility that offers the amenities and knowledge you need to become your best. UFC GYM is the ultimate MMA-inspired fitness experience. Unlock your potential and elevate your performance in a highly-energized and supportive environment. Take advantage of the opportunity to roll on the Brazilian Jiu-Jitsu mats and hit the bags in a large bag room. Beat the boredom with access to numerous fitness classes, specialty equipment, weight and cardio rooms, and more. We are more than a club, we are a community. Each club is a reflection of its members and their commitment to living through experiences. We Train Different together.";"https://www.ufcgym.com/images/ufc-gym-logo-red.svg";"https://www.ufcgym.com/classes/youth";"Created to build a foundation of athletic and motivational skills that apply in and outside the gym. Our Youth Programs develop coordination, agility, speed, and strength. Combat the negative impact of screen time with the positive influence of fitness.";;;"TRX, Killer Cycle, Yoga Flow, MMA, Zumba, Boxing Conditioning, HIIT - Signature Family DUT, Kickboxing Skills and Technique, Fight Fit, Muscle Makeover";;"https://www.ufcgym.com/locations/corona/schedule";"Mon: Open 5:00am; Tues-Thurs: 24 Hours; Fri: Close 10:00pm; Sat, Sun: 6:00am-8:00pm";;;"james.white@ufcgym.com";"https://www.facebook.com/ufcgymcorona/";;;"https://www.instagram.com/ufcgymcorona/";;0;174;;;"US";;
