"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Ribeiro Jiu-Jitsu Los Angeles | LA Jiu Jitsu Academy";"http://www.lajiujitsuacademy.com/";(323) 739-8838;"7901 Melrose Ave., Suite 205";"Los Angeles";"CA";90046;;"United States";"We are a Ribeiro Jiu-Jitsu Association school, led by the most decorated family in Brazilian Jiu Jitsu to date, the World Champion legendary brothers, Saulo & Xande Ribeiro, and instructed by the Brothers' black belts, Professor Ricardo Wilke and Professor Sean Fernandez. Our Los Angeles Brazilian Jiu Jitsu School welcomes Adults, Women, & Teens, and no experience is necessary to get started! At Ribeiro Jiu-Jitsu LA, you will learn the dynamic art and sport of Brazilian Jiu Jitsu, achieve personal fitness and weigh-loss goals, and gain practical self-defense techniques in your journey of self-improvement! We offer the best Brazilian Jiu Jitsu instruction in the Hollywood, West Hollywood, and Central LA area!";"http://www.lajiujitsuacademy.com/uploads/8/1/8/1/81817520/published/rjj-affiliate-b_1.jpg?1523501290";;;;;;;"http://www.lajiujitsuacademy.com/schedule.html";;"Ricardo Wilke";;"info@lajiujitsuacademy.com";"https://www.facebook.com/LAJiuJitsuAcademy";;;;1;132;
"Ribeiro Jiu-Jitsu Los Angeles | LA Jiu Jitsu Academy";"http://www.lajiujitsuacademy.com/";(323) 739-8838;"7901 Melrose Ave., Suite 205";"Los Angeles";"CA";90046;;"United States";"We are a Ribeiro Jiu-Jitsu Association school, led by the most decorated family in Brazilian Jiu Jitsu to date, the World Champion legendary brothers, Saulo & Xande Ribeiro, and instructed by the Brothers' black belts, Professor Ricardo Wilke and Professor Sean Fernandez. Our Los Angeles Brazilian Jiu Jitsu School welcomes Adults, Women, & Teens, and no experience is necessary to get started! At Ribeiro Jiu-Jitsu LA, you will learn the dynamic art and sport of Brazilian Jiu Jitsu, achieve personal fitness and weigh-loss goals, and gain practical self-defense techniques in your journey of self-improvement! We offer the best Brazilian Jiu Jitsu instruction in the Hollywood, West Hollywood, and Central LA area!";"http://www.lajiujitsuacademy.com/uploads/8/1/8/1/81817520/published/rjj-affiliate-b_1.jpg?1523501290";;;;;;;"http://www.lajiujitsuacademy.com/schedule.html";;"Ricardo Wilke";;"info@lajiujitsuacademy.com";"https://www.facebook.com/LAJiuJitsuAcademy";;;;1;127;"Duplicate with id # 132"
"Rey Diogo Brazilian Jiu Jitsu";"http://www.reydiogobjj.com/";(310) 839-9086;"8733 Venice Blvd";"Los Angeles";"CA";90034;;"United States";"Ricardo Diogo, also known as “Rey” Diogo was one of the first Carlson Gracie jiu jitsu team representatives to come to the United States where he established his own academy based on his master’s teachings. Ever since he landed in the US (1996) Rey Diogo quickly became one of the top jiu jitsu instructors in the country, forming several high level black belts.";"http://reydiogobjj.com/wordpress2/wp-content/uploads/2014/10/REY_LOGO_NEW.png";;;;;;;"http://www.reydiogobjj.com/#schedule";;;;"reydiogo@gmail.com";"https://www.facebook.com/Ricardo-Rey-Diogo-International-Assioations-992458974151364/";;;;1;126;
"MMA Cardio Fitness Center";;;"1314 10th St";"Modesto";"CA";95354;;"United States";;;;;;;;;;;;;;;;;;1;311;
"Marcellini's Martial Arts Academy";"http://www.riverside-brazilianjiujitsu.com/";(951) 485-7077;"24471 Sunnymead Boulevard";"Moreno Valley";"CA";92553;;"United States";"Since 2000, Marcellini’s Martial Arts Academy has been a premier training center known for excellence in the Inland Empire. It has developed into a world-recognized facility known for amazingly effective self-defense programs, professionalism, and a safe environment. Our students come from various locations throughout the Inland Empire & Orange County for quality instruction and to train with the very best.";;"http://www.riverside-brazilianjiujitsu.com/Riverside-Brazilian-Jiu-Jitsu-child.html";"Sam Marcellini’s program is vigorously designed in conjunction with education experts to develop high levels of self-defense skill while providing social, physical, emotional and attitudinal growth. Sam Marcellini’s program works hand-inhand with a child’s schoolwork. His program develops self discipline, selfconfidence, mental alertness, and goalsetting skills. At Marcellini’s Martial Arts Academy, young people are taught that through dedicated, intense work, all worthwhile goals in life are possible. Parents have attributed our program with improving their child’s grades as a direct result of the increased motivation, achievement, self-direction, and selfconfidence provided by the program. At Marcellini’s Martial Arts Academy, it is important for each child to learn to set long-term goals and to learn to be committed to their goals. Children will learn to maintain good focus on the task and enjoy the journey. The standards of our belt promotions are set very high. This will familiarize the children with the consistency, patience and hard work that is required for any great accomplishment in life. All young people with straight A’s in the program are required to bring copies of their grades from school. This will help the students’ belt promotions. The fact that the student utilizes the qualities learned, including focus, confidence, patience, persistence and excellence, in areas of their life is a sign of a true martial artist. All of these support our focus on academic excellence and contributing to the family and the community. The instructors work handin- hand with school teachers and parents to insure a well-balanced and focused development process for each child. It is consistently stressed to all students that these martial arts skills require them never to be abusive or offensive and are only to be used for self-defense purposes. This program develops selfdiscipline, self-confidence, mental alertness, and goalsetting skills.";"http://www.riverside-brazilianjiujitsu.com/Riverside-women_selfdefense.html";"The assault prevention program was designed by Sam Marcellini, one of world's highest credentialed instructors. Sam uses his well-rounded background to combine the devastating strikes of Kung-Fu and the leverage-based techniques of Gracie Jiu-Jitsu/Brazilian Jiu-Jitsu. Using specific techniques from these two styles, students are taught to first and foremost to prevent an attacker from subduing them. Additionally, the time tested techniques of Gracie Jiu-Jitsu are taught to effectively defend themselves should they become pinned to the ground. The Marcellini Women's Self Defense Class will familiarize students with the mindset of a predator, teaching them the different stages of an assault situation. Students will gain an awareness to defend themselves and even prevent possible assault situations.";"Muay Thai Kickboxing, Shorin Kung-Fu";;"http://www.riverside-brazilianjiujitsu.com/schedule/Marcellini-schedule-sept-2017.pdf";;"Sam Marcellini";"While most schools let you try a class for one day and then expect you to enroll in their program. We want you to try it for 10 days absolutely free, and sign up only if you love the program and can fit it into to your schedule!! . Sam Marcellini our chief insrtructor was nominated two times as the Hall Of Fame Instructor of the year and is well known for his ablilty to teach everyone, regardless of age and fitness level, effectively and safely. And his programs are second to none for using martial arts to promote overall health and effective self-defense as well as character developments for children. He personally teaches all of our classes, other world renown instructors such as Royce Gracie and Rob Kaman also teach classes here on regular basis.";"info@mmaa.us";"https://www.facebook.com/MarcellinisMAA";;;;1;313;
"Temecula Boxing Training Academy";"http://www.temeculaboxing.net/";(951) 326-9082;"26450 Jefferson Avenue # 106";"Murrieta";"CA";92562;;"United States";"With our experienced and knowledgeable trainers, Temecula Boxing has become the premier boxing gym in Temecula, Murrieta, Fallbrook, Menifee and Lake Elsinore Since 2009. Our facility is committed to providing a positive and knowledgeable instructional environment for our members to achieve their personal goals in boxing and strength & condition.  Our state of the art training center provides the perfect backdrop for developing the skill and determination needed to succeed in Boxing.  Regardless of your age or level of experience, we have a program that is tailored just for you. We offer numerous weekly boxing and fitness classes for kids, teens, adults and women. Temecula Boxing Training Academy is more than just a place where you lace up some gloves, jump on boxes or hit a bag; it’s a place where you become a member of our family.  At Temecula Boxing, we not only teach technique, we build character through inner-strength, courage, vision, respect, and discipline. Whether you’re a professional boxing prospect, looking to shed some extra pounds or just want to learn the “Sweet Science,” Temecula Boxing is the place for you. Come in for a free class, try us out! We offer a patient, supportive atmosphere. Ages 10 to 100 Years.  ";;;;;;;;"http://www.temeculaboxing.net/Schedule.html";;"Jesse Moreno";;"jesse_adri@yahoo.com";"https://www.facebook.com/Temecula-Boxing-Training-Academy-528392197261696/";;;;1;245;"No BJJ Classes"
"Gracie Humaitá Temecula";"http://www.gracietemecula.com/";(951) 970-2043;"26855 Jefferson Avenue, Suite E";"Murrieta";"CA";92562;"5/5 Stars";"United States";"Gracie Humaitá Temecula is for everyone and anyone who is looking to get in shape, learn self defense, and improve the overall quality of their lives. Our family-oriented environment is a perfect place to teach your children to feel safe everyday not only when they are at school or outside playing, but also in developing their self-confidence and discipline.  Gracie Humaitá Temecula was formed by Professor Ricardo Guimarães in early 2002 to provide quality Brazilian Jiu-Jitsu instruction in the Temecula Valley area. The academy is affiliated with Gracie Humaitá under Master Royler Gracie.";"http://www.gracietemecula.com/images/academies/636/website-logo-small.jpg";;;;;;;"http://gracietemecula.com/schedule";;"Ricardo Guimaraes";;"gracietemecula@gmail.com";"https://www.facebook.com/gracietemecula/";"https://www.youtube.com/channel/UClrBPu3s_yVxATEjrLDVYZA";;;1;241;
"Carlson Gracie Temecula";"http://carlsongracietemecula.com/";(951) 837-9685;"38397 Innovation Ct";"Murrieta";"CA";92563;;"United States";"At Carlson Gracie Temecula we are constantly training. Everyone has a different schedule so we have morning classes, evening classes, private instruction and LOTS open mat. Saturdays and Sundays are not exempt. Please see our schedule for details. Students range from 3 years old to active practitioners in their 60’s. The majority of our students experience a lot of personal self discovery through improved fitness and stress relief. This extends to family and friends, who often come and join to experience the same benefits! The single most inspiring aspect we encounter is witnessing the transformation our students go through as they learn to overcome personal obstacles and combat fear, depression, anxiety and become empowered with a humble sense of confidence while getting in shape in the process.";"http://carlsongracietemecula.com/wp-content/uploads/2014/03/logo-final.png";;;;;;;"http://carlsongracietemecula.com/new-schedule/";;"Tom Cronin";;"tomcronininc@gmail.com";"https://www.facebook.com/CarlsonGracieBrazilianJiujitsuTemeculaandMurrieta";;"https://youtu.be/kOxD2pEiOX0";;1;243;
"Final Strike Martial Arts";"http://www.finalstrikemartialarts.com/";(951) 696-7172;"39520 Murrieta Hot Springs Rd #224";"Murrieta";"CA";92563;"5/5 Stars";"United States";"We are a family-based business that warmly welcomes you. Our staff offers our students respect and care that promote positive learning. Every day at Final Strike is filled with fun, learning, and respect. We teach our students to avoid confrontations but prepare them for the possibility of having to protect themselves. Our students learn to respect themselves and others while building the life skills necessary to succeed in life. We are proud of what we have to offer to the community and invite anyone interested to come in and experience our classes. We are all in this together to help make tomorrow’s leaders, one black belt at a time. Final Strike’s goal is to teach Taekwondo, self-defense, and other martial arts to all ages. Our student’s ages range from 3 ½ years to 60 years young. Our goal is to provide a safe and comfortable environment for individuals to grow and learn. We teach our students forms, self-defense techniques, point sparring, and street self-defense. Our certified instructors have all gone through many hours of training and have been certified by a nationally recognized organization. We pride ourselves on offering programs that a family can join and participate in together. Many of our students include children, parents and grandparents of a family group.";"http://www.finalstrikemartialarts.com/images/pages/murrieta-martial-arts.png";"http://www.finalstrikemartialarts.com/classes.php";"Our Murrieta Kids Martial Arts program is blowing parents away. Many parents enroll their kids thinking martial arts is simply self-defense... and they're happily shocked to find that their kids are learning incredible life-skills, too. Our Murrieta program helps children develop confidence, respect, courage and discipline. Parents - and teachers - notice a big difference from the first week.";;;;;;;"Michael Robles";;;"https://www.facebook.com/FinalStrikeMartialArts/";"https://www.youtube.com/channel/UCifo16UfTP_AMZVQc1DmduQ";"https://youtu.be/KQHhJv5UA9w";;1;242;
"TQ Temecula";;(951) 677-1684;"41561 Date St";"Murrieta";"CA";92562;;"United States";;;;;;;;;;;;;;;;;;1;246;"Closed"
"South West Self Defense Systems";"https://swselfdefense.com/";(951) 290-3154;"41658 Ivy St";"Murrieta";"CA";92562;"5/5 Stars";"United States";"Our programs have a strong focus on personal development. The foundations of our morals, values and core character traits are formed in our early years. For this reason, the programs at South West Self Defense Systems are an essential way to enhance the growth and personal development of young students of all ages. ";"https://swselfdefense.com/upload/SWSD-Logo-notagline-sm.png";"https://swselfdefense.com/programs/children-martial-arts/kids-martial-arts";"South West Self Defense Systems Is Your Partner in Parenting. We teach the same values you teach at home, in a positive, safe & fun environment. The foundation of the kids martial arts curriculum is the education and development of life-skills such as positive mental attitude, high goal-setting, perseverance, self-control and confidence.";;;"Hapkido";;;"Mon-Thurs: 5:30pm-8:30pm ";"Gary Padilla";;;"https://www.facebook.com/swselfdefensesystems/";"https://www.youtube.com/user/MurrietaTactical";"https://youtu.be/iayqR2XW8g8";;1;244;
"Rocha Jiu-Jitsu";"http://www.oaklandbjj.com/";(510) 409-8897;"1333 Grand Avenue";"Piedmont";"CA";94610;"5/5 Stars";"United States";"SELF DEFENSE - SPORT - FITNESS - WEIGHT LOSS Whatever is your goals or you just looking for challenge we have a class for you. The benefits of martial arts-based training are proven. Come train with us and follow the path that will change your life.";"http://www.oaklandbjj.com/wp-content/uploads/logo1.png";"http://www.oaklandbjj.com/kids-jiu-jitsu/";"We are committed to providing a safe and fun learning environment where your child or teen can achieve their very best.We offer tailored programs for different age groups, each with age-appropriate curriculum geared to build a solid foundation for techniques and continue to challenge and inspire our students. Effective methods become staples in Jiu-Jitsu training and ineffective techniques are discarded. As a result, our students are constantly learning new moves and perfecting old ones. In our kids jiu jitsu program, we specialize in teaching children age 7 to 15 years. Your child is welcome to try a complimentary class to experience firsthand the benefits of Jiu-Jitsu in building confidence, self-esteem, and sportsmanship.";"http://www.oaklandbjj.com/women-jiu-jitsu/";"Roll out of bed and onto the mats this Sunday with the Rocha BJJ Women’s Team! 12-2pm on Sundays, Rocha Brazilian Jiu Jitsu hosts a class specifically for women, taught by Brown Belt Jessie Chen. We invite women at any level of experience to train with our team. The women’s class is a unique place where dedicated practitioners to get direct feedback, fine-tune their game and spar with peers; and for women who are new to Jiu Jitsu, we provide personalized instruction in a welcoming environment.";"Kickboxing";;"http://www.oaklandbjj.com/rocha-jiu-jitsu-schedule/";;"Eduardo Rocha";"30-days free trial offer!";"info@rochajj.com";"https://www.facebook.com/EduardoRochaBJJ/";;"https://youtu.be/FAWBogqo434";;1;260;
"DJ Martial Arts and Fitness";"http://www.djsmartialarts.com/";(510) 531-0898;"4116 MacArthur Blvd";"Oakland";"CA";94619;;"United States";"DJ’s Martial Arts & Fitness of Oakland, CA is celebrating it’s 23rd year in business. The martial arts & fitness studio is  located in the Laurel District of Oakland. It is both owned and directed by Grandmaster Doug Jones, a martial artist who has practiced his art for over 44 years. He received his first Black Belt in 1976 and currently holds the rank of a 9th degree Black Sash. Grandmaster Doug practices Wun Hop Kuen Do, a branch of Kajukenbo, developed by Senior Grandmaster Al Dacascos. It is a fist fighting art style considered one of the first mixed martial arts. WHKD is 70% Kungfu, 20% Karate, 10% Judo & Jujitso. DJ’s Martial Arts & Fitness offers programs for youth, adults and seniors in all levels of training and fitness.";"http://www.djsmartialarts.com/_Media/djlogotshirt_med.png";"http://www.djsmartialarts.com/youth-martial-arts.html";"While fighting is a major part of our training, it is not our primary purpose. The primary goals are self appreciation, self-respect, confidence, humility, integrity, honesty & loyalty. We offer classes for youth over the age of 5 years. Our martial arts programs require an enrollment fee with monthly dues. There are also additional costs for uniforms and periodic belt testing fees. Our Youth classes are on Tuesday & Thursday afernoon, and there is also a mixed level class (Youth & Adult) on Saturday mornings. We offer programs for Rising Stars which is for our youth that have some challenges in their abilities to relate and learn, Tiger Cubs are our youngest students, Young Warriors are our older youth who perform at generally higher belt levels Grandmaster Doug believes a family that trains together, will stay together. DJ’s Martial Arts & Fitness is truly a family oriented community. Here are just a few of our additional activities for all: We hold a monthly movie night generally on the third Friday of the month. Pasta, juice, popcorn and  a movie appropriate  to a younger age group. Once a year we have a annual Barbecue, most recently at a local horse ranch. Each year we hold class photos that produce a plaque for our wall. This is our history of our training. During the summer we offer a morning DJ’s Kungfu Club Camp with martial arts, drumming, dance and a visit to a local horse ranch. See our blog for the current flyer. Support local Laurel District Community Event Day";;;"Fitness/Kickboxing";;"http://www.djsmartialarts.com/youth-martial-arts.html
http://www.djsmartialarts.com/adult-martial-arts.html
http://www.djsmartialarts.com/fitnesskickboxing.html";;"Doug Jones";;"djmartialfit@aol.com";"https://www.facebook.com/DJsmartialarts/";"https://www.youtube.com/user/Djsmartialarts";"https://youtu.be/peePMFZSxYU";;1;257;"No BJJ Classes"
"King's Boxing Gym";"http://www.kingsboxinggym.com/";(510) 261-2199;"843 35th Ave";"Oakland";"CA";94601;"5/5 Stars";"United States";"King’s Boxing Gym has been a staple in the Oakland California community since it opened in 1984. Home to boxers of all ages and skill levels, King’s provides the perfect environment for athletes to get in shape while learning the sport of the boxing. Owners Charles and Celeste King work hard to maintain the facility while upholding the tradition and values of boxing. Additionally, they work to provide at-risk kids a safe environment to keep them off the streets and develop life skills to aid them in their future through the sport of boxing. If you are interested in learning the sport of boxing, or just want to come by and see what it’s all about, please do so. We would love to meet you and show you around.";"http://www.kingsboxinggym.com/wp-content/uploads/2016/03/kings-boxing-gym-logo-white-oakland-california.png";;;;;;"Membership Fee - Kids: $40/month, Adults: $50/month, Non-Members: $55/month; Boxing Fee: 3x weekly with trainer - Kids: $80/month, Adults: $110-$150/month; Day Pass: Available for member guests - Kids: $10, Adults: $20; Locker Fee: $10/month, bring your own lock";;"Mon, Wed, Fri: 10:00am-9:00pm; Tues, Thurs: 2:00pm-10:00pm; Sat: 9:30am-12:30pm";"Celeste & Charles King";;"kingsgym4@gmail.com";"https://www.facebook.com/kingsboxinggym/";;;;1;258;"No BJJ Classes"
"Oceanside Jiu Jitsu";"http://oceansidejiujitsu.com/";(760) 547-4087;"1833 Oceanside Blvd.";"Oceanside";"CA";92054;;"United States";"If you’d like to experience the amazing Martial Art of Brazilian Jiu Jitsu, you have definitely come to the right place! Brazilian Jiu Jitsu, or “BJJ”, is the most effective Martial Art for self defense. It is also a safe and fun way to exercise your mind and body! Did you now? Jiu Jitsu is safely practiced by millions of men, women and children Worldwide. We have programs for kids ages 4-12 and adults from White Belt to Black Belt.";"http://oceansidejiujitsu.com/wp-content/uploads/2017/11/oceanside-bjj-logo.png";"http://oceansidejiujitsu.com/lil-samurai-program/";"Our Lil’ Samurai Program will teach your child to be a happy, healthy, balanced young person. We teach decision making skills and good habits that will last a lifetime. We teach the traditional martial art’s values such as respect, discipline, honor & integrity. We also have a lot of fun with games, drills and exercises designed to help the mind, the body and the spirit! We have the most qualified instructors in North County. Your children are under strict supervision in the clean, safe, disciplined environment of our academy.";;;;;"http://oceansidejiujitsu.com/class-schedule/";;;;;"https://www.facebook.com/OceansideJiuJitsu/";"https://www.youtube.com/channel/UCVkgVf0OKID9ohHW0Z3rWnA";"https://youtu.be/DKz-Li8hLZY";;1;267;
"iLoveKickboxing.com";"http://www.ilovekickboxingoceansideca.com/";(760) 938-5164;"3617 Ocean Ranch Blvd., Suite 103-104";"Oceanside";"CA";92056;"5/5 Stars";"United States";"Kickboxers are in incredible shape. They have toned abs... slender muscles... and great definition. The question is - how do you get that great body without competing in fights? Our program took the same exercises that pro kickboxers use to get lean & toned - and made them available to ANYONE looking to burn fat...That’s why in every class, you’ll do amazing conditioning... And have a TON of fun punching & kicking the fat right off your body! ";"http://www.ilovekickboxingoceansideca.com/images/pages/logo-2.png";;;;;"Muay Thai Kickboxing, Boxing, San Da / San Shou Kickboxing";;;;;;;;;;;0;266;"No BJJ Classes"
"Excel Jiu Jitsu MMA";"https://exceljiujitsu.com/";(760) 726-2279;"4093 Oceanside Blvd., Suite D";"Oceanside";"CA";92056;"5/5 Stars";"United States";"Excel Jiu Jitsu MMA is a family-friendly, full-scale mixed martial arts academy specializing in the art and sport of Jiu-Jitsu. We are about teamwork, friendship and dedication. It is our mission to enrich student’s lives through training, to encourage personal achievement by building a sense of accomplishment through our many programs offered. Come check us out!";"https://exceljiujitsu.com/wp-content/uploads/2013/07/excel-logo-wide.png";"https://exceljiujitsu.com/kids-program/";"Kickboxing, wrestling and Jiu Jitsu are all part of the curriculum. We have a great Kids Brazilian Jiu Jitsu Program serving Oceanside, Vista, Camp Pendleton, and Carlsbad. We instill Confidence, Discipline, and Focus. Children get to train in Boxing, Wrestling, Jiu Jitsu, and Judo. Older boys and girls get to work out with adults in the Fundamental BJJ class, the boxing classes during the week, as well as strength and Conditioning classes to help build themselves up. Students will receive lessons in the values of Honor, Respect, and Integrity. Students will gain effective self-defense skills and tactics and will participate in one of the most complete forms of health improvement available. Join us for an experience that your child will remember for the rest of their lives!";"https://exceljiujitsu.com/womens-jiu-jitsu-classes/";"Excel Jiu Jitsu MMA Academy now offers ‘Women’s only Jiu Jitsu classes’. Every Saturday at 8:00am (early bird catches the worm). Women can train in a class that is geared toward’s women empowering other women in an environment that will help each Martial Arts Practitioner learn at their own pace.";"Boxing, MMA";"Our Pricing structure ranges from $65 month - $165 month for tuition for group classes. The pricing varies depending on your goals and needs and the programs that you are interested in. We have various pricing structures to help with budgeting. We have been in this field for many, many years and understand that you can get “cheaper” prices elsewhere, and you can also find ‘Higher’ prices at other locations. Our prices are very reasonable when it comes to comparing, but very affordable for what you get in return.";"https://exceljiujitsu.com/schedule/";;"Michio Grubbs";;"info@exceljiujitsu.com";"https://www.facebook.com/ExcelJiuJitsu/";"https://www.youtube.com/channel/UCK3vinMc96fV-oQRVX1THCA";"https://youtu.be/q4hWY0ok5Os";;1;265;
"Mamute Jiu Jitsu";"http://www.mamutebjj.com/";(714) 471-7764;"1315 North Tustin Street, Suite I";"Orange";"CA";92867;;"United States";"Mamute (Maa-mooch) is the Portuguese word for Mammoth - yes, the 6-ton massive mammal known for its tusk and size.  The word was attributed to our head instructor Bruno Paulista to reflect his imposing size and unrelenting style on the mat. It's a style we carry over into every class we teach, helping students face life with unwavering self-confidence and tackle any challenge we put in their path. At Mamute Jiu Jitsu, we're helping everyone in our community persevere through adversity and take the Wooly Mammoth's mindset in life: Confidence, Pride, Dedication.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/Logo-116967.png";"http://mamutebjj.com/classes/Kids-Martial-Arts";"At Mamute Jiu Jitsu, we are proud to offer a Kids Martial Arts program that is just a little bit different. Our system is built around the art of Brazilian Jiu Jitsu and our kid's program offers two distinct classes to help students of all ages and abilities learn the skills and have a blast challenging themselves each and every day.  Come see us in Orange and give your child the best chance to thrive in all aspects of life.";;;;;"http://mamutebjj.com/Home/Schedule";;"Bruno Paulista";;"jessica@mamutebjj.com";"https://www.facebook.com/mamutejiujitsu";"https://www.youtube.com/channel/UCGdAiIq5WQl0uy-0r4ADKzA";"https://youtu.be/SdNGeXqKEf8";;1;308;
"UFC GYM Orange";"https://ufcgym.com/";(714) 633-5269;"1605 E Collins Ave";"Orange";"CA";92867;;"United States";"UFC GYM Orange, located just off the 55 Fwy., on the corner of E. Collins Ave. & N. Tustin Ave., offers classes for every fitness level. Whatever your fitness goals are: lose weight, increase strength, sports conditioning, we have daily classes including boxing, kickboxing, functional training, youth programs, Brazilian Jiu-Jitsu & personal training to help you reach those goals.";"https://d18e80b7izstoq.cloudfront.net/assets/ufc-logo-14f1ed1f21b513547404107567394719.svg";"https://ufcgym.com/classes/youth-brazilian-jiu-jitsu-gi";"Students will learn that there is a time and a place for martial arts training. The program integrates; self-defense techniques, conditioning and skill oriented games aiming to improve your child’s motor skills, agility and flexibility. Youth BJJ is a fun class for youth that teaches discipline and helps build confidence.";;;"Kickboxing Conditioning, Boxing Conditioning, Daily Ultimate Training™, MATRX";;"https://ufcgym.com/orange/schedule";"Mon-Thurs: 6:00am-9:00pm; Fri: 6:00am-8:00pm; Sat: 8:00am-4:00pm; Sun: 8:00am-2:00pm";;;"orangegm@ufcgym.com";"https://www.facebook.com/UFCGYMOrange/";;;;0;256;
"10th Planet Orange";"http://10thplanetmonstersquad.com/";(714) 335-9729;"1832 N Tustin St";"Orange";"CA";92865;;"United States";"10th Planet Jiu-Jitsu is a non-traditional system of Brazilian Jiu-Jitsu developed by Eddie Bravo. After earning a black belt under Jean-Jacques Machado, Eddie Bravo focused his jiu-jitsu on training without the gi, partially because of the applications to mixed martial arts. The main premise behind the 10th Planet Jiu-Jitsu system is that the art should keep evolving.";"https://static1.squarespace.com/static/537bfe7de4b0ca838c2ec7b4/5ad98fed6d2a738fada49c4e/5ad98fee352f53638f5fd3ff/1524207920741/Orange-Transparent+copy.png?format=300w";;;;;"Wrestling, Yoga";;"http://10thplanetmonstersquad.com/orange/";;"Ron Turner";"We offer complimentary Introductory Classes 6 days a week. Classes are available for all ages, skill levels, and genders. Everyone is welcome! ";;"https://www.facebook.com/10thplanetjiujitsuorange/";;;;1;252;
"Frazier Martial Arts";"http://www.fraziermartialartsorange.com/";(714) 771-2977;"245 N Tustin St";"Orange";"CA";92867;;"United States";"At Frazier Martial Arts, we pride ourselves in maintaining a close knit family oriented Training Center which accommodates children, teenagers, and adults. We offer a fun modern self defense approach to all of our classes. Starting with children as young as 3 years of age to adults, we strive to provide realistic and practical self defense with real world applications which children and adults can benefit from. With excellent instructors who think outside the box and provide the latest effective tools, we focus on building your confidence, skills and your fitness ability to make you a better you. Our children's program incorporates Brazilian Jiu Jitsu, Taekwondo, and Muay Thai kickboxing. We focus on making your child well rounded in all aspects of self-defense while providing life lessons in discipline, respect, and integrity. Children who take our classes have an improvement with their confidence and education at school. We emphasize and instruct heavily in methods dealing with bullying at school and situational and stranger awareness out in their community. Our staff maintains a positive and friendly approach in instructing these valuable lessons. We have two adult programs: THE WORKOUT focuses on fitness / fat loss while teaching self defense in punching and kicking and functional fitness circuit training and cardio. It is a great way to learn self defense while burning calories. Our classes are never the same because we feel its important to keep your body guessing rather than having a boring routine. Our Krav Maga class is a practical and realistic defense system which will equip you to be ready for any situation. Krav Maga was developed in Israel and we maintain a connection and lineage to authentic Krav Maga. This class will get you in great shape while teaching you how to survive any situation that you encounter. Krav Maga is taught in law enforcement and militaries throughout the world. We break it down for you and build you up to a high standard. You'll be prepared for anything. You will have the will to survive and will to win. All adults are welcome to become a better you.";"https://d3ciwvs59ifrt8.cloudfront.net/1fbfc49e-9771-4b05-9dbe-88debaec6bd6/e87e8c59-09c8-4840-99d6-0af246f7f07d_m.png";"http://www.fraziermartialartsorange.com/kids-martial-arts";"3 - 4 year olds love play and anything involving imagination. In our custom program built just for them - they get all this and more, in every class. 5 - 6 year olds are enthusiastic. They love creativity and problem solving. Our Basic SKILLZ program is perfect for the social and intellectual level they're at. 7 - 9 is called the “golden age”. Kids have great vocabulary and problem-solving skills, but still need the right guidance from adults. This age groups gets exactly what it needs from Core SKILLZ. At this age, kids worry about what's socially acceptable more than anything else. Our Extreme SKILLZ program understands this, and provides them with an environment that helps them grow, thrive, and excel.";;;"Krav Maga, The Workout";;"http://www.fraziermartialartsorange.com/schedule";"Mon-Thurs: 2:30pm-9:30pm, Fri: 2:30pm-8:30pm";;;"fmaorange@gmail.com";"https://www.facebook.com/fmaorange/";"https://www.youtube.com/channel/UCeJotR4ngn3s8t7KmTDFeSg";"https://youtu.be/y_jCXnNiETw";;1;253;
"O.C. Martial Arts";"https://www.orangecountyma.com/";(714) 654-7558;"3126 E Chapman Ave";"Orange";"CA";92869;"1/5 Stars";"United States";"Our goal is simple and never changes: to guide our students to have a Black Belt Attitude. We lead by example and instill the core values and life skills of respect, discipline, self-esteem, self-control, mental focus & agility.";"https://static.wixstatic.com/media/40b811_9756f79e29a44efd931921a48471eeca~mv2.png/v1/fill/w_178,h_164,al_c,usm_0.66_1.00_0.01/40b811_9756f79e29a44efd931921a48471eeca~mv2.png";"https://www.orangecountyma.com/membership";"Little Ninjas Program: For ages 3-5. Little Ninjas Program is designed to instill focus, teamwork, control, balance, memory, discipline, fitness and coordination to your rapidly-growing little one's evolving personality. Little Ninjas are taught practical mental and physical skills to apply to their everyday lives that will enrich their childhood and help them make good decisions and choose friends wisely. Kids Taekwondo Program: For ages 6-12. Combining self defense techniques with sport and exercise, the Kids TKD classes are the best way to get your child prepared and confident for all of life’s obstacles  while  staying healthy.";;;"Boxing, Kickboxing";;"https://www.orangecountyma.com/classes";;"Kris Whittington";"2 Weeks free trial offer!";"info@orangecountyma.com";"https://www.facebook.com/OcMartialArtsandfitness/";;;;1;254;"No BJJ Classes"
