"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Ultimate Combat Training Center";"https://ultimatecombat.com/";(801) 967-5269;"555 E 2100 S";"Salt Lake City";"UT";84106;"4.4/5 Stars";"United States";"From Muay Thai and BJJ to MMA and Fitness Kickboxing, we truly have something for everyone to enjoy. And don't forget about our high-energy Kids Martial Arts classes, where students of all ages can build respect, discipline, and self-confidence. We are committed to offering you a clean, safe, and friendly environment every time you join us. Our team is full of professional instructors who bring decades of experience to each and every class. ";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/102152.png";"https://ultimatecombat.com/classes/Kids-Martial-Arts-";"Give your child the best foundation for success in all aspects of life with our Kids Martial Arts Classes in Salt Lake City. We are proud to offer a wide range of kids classes that meet the needs of all age groups and experience levels. Your child can stay active, build self-confidence, and meet a great group of new friends in no time! Our Kids Martial Arts Classes include: Brazilian Jiu-Jitsu, Muay Thai, Boxing";;;"Muay Thai, Boxing, Fitness Kickboxing, MMA, Karate, Fitness Program";;"https://ultimatecombat.com/Home/Schedule";;"Nick Stidham";;"Mike@UltimateCombat.com";"https://www.facebook.com/UltimateCombatTrainingCenter/";"https://www.youtube.com/channel/UCLtPWvMxcWJ-rIB5TJPGcrg";"https://youtu.be/bIg3Dp8DWyE";;1;1376;
"Fusion Academy";"https://fusionbjj.com/";(801) 414-9852;"615 Simpson Ave";"Salt Lake City";"UT";84106;;"United States";"Fusion Academy is a Pedro Sauer affiliate, and Salt Lake City’s only school with three Gracie Jiu-Jitsu Black Belts. Our emphasis is on the Self Defense System taught by Master Helio Gracie, with classes for Youth and Adults!";"http://fusionbjj.com/wp-content/uploads/2015/10/Fusion-Main-Menu-Small.jpg";"https://fusionbjj.com/youth-martial-arts/";"FACE DOWN the school bully with our Bullystopper® techniques while gaining real confidence in school. ALL Fusion Academy students who learn Jiu Jitsu and Kickboxing have seen they are more confident among their peers and capable of defending themselves verbally or physically using the unique Gracie Jiu Jitsu system.";;;"Kickboxing";;"https://fusionbjj.com/calendar/";;"Eddie Edmunds";;;"https://www.facebook.com/TeamFusionJiuJitsu/";"https://www.youtube.com/channel/UCWzDUSsriNGqHtG0g29Htzg";"https://youtu.be/Yx1MRiUODME";;1;1373;
"Zenbei Judo Team";"https://www.teamjudo.org/";(801) 243-5313;"615 E Simpson Ave";"Salt Lake City";"UT";84106;;"United States";"Zenbei Judo Team is dedicated to developing judo champions that are successful in life, both on and off the mat. We have a structured coaching system and philosophy for all age groups, abilities and motivations. Olympic Sport Judo is derived from Jiu Jitsu. It involves throwing opponents and controlling opponents with grappling techniques in order to prevent escapes by holding pins or submissions. No punching or kicking in Olympic Judo. Judo is much more than an Olympic Sport or a self-defense. Judo is one of the best ways to shape positive character and physical form for a lifetime.";"https://static.wixstatic.com/media/d2be2e_6674596c4d90401d815224b6ac77a24c~mv2.png/v1/crop/x_41,y_0,w_342,h_342/fill/w_246,h_246,al_c,q_80,usm_0.66_1.00_0.01/Zenbei%20Logo%20Master%202_0.webp";;"Our Jr Judo curriculum is especially catered to kids Kindergarten and up. These classes are ideal for helping children develop Confidence, Focus, and Discipline. They are also a terrific and fun way to help your child improve his or her Physical Fitness. Our Jr program is very well-rounded and is not based on competition. Your children will have the best time in a fun high energy atmosphere. We guarantee it!";;;"Judo";;;;;;;"https://www.facebook.com/zenbeimartialarts/";"https://www.youtube.com/user/zenbeijudoclub";;;1;1591;"No BJJ Classes"
"Zenbei Judo Team";"https://www.teamjudo.org/";(801) 243-5313;"615 E Simpson Ave";"Salt Lake City";"UT";84106;;"United States";"Zenbei Judo Team is dedicated to developing judo champions that are successful in life, both on and off the mat. We have a structured coaching system and philosophy for all age groups, abilities and motivations. Olympic Sport Judo is derived from Jiu Jitsu. It involves throwing opponents and controlling opponents with grappling techniques in order to prevent escapes by holding pins or submissions. No punching or kicking in Olympic Judo. Judo is much more than an Olympic Sport or a self-defense. Judo is one of the best ways to shape positive character and physical form for a lifetime.";"https://static.wixstatic.com/media/d2be2e_6674596c4d90401d815224b6ac77a24c~mv2.png/v1/crop/x_41,y_0,w_342,h_342/fill/w_246,h_246,al_c,q_80,usm_0.66_1.00_0.01/Zenbei%20Logo%20Master%202_0.webp";;"Our Jr Judo curriculum is especially catered to kids Kindergarten and up. These classes are ideal for helping children develop Confidence, Focus, and Discipline. They are also a terrific and fun way to help your child improve his or her Physical Fitness. Our Jr program is very well-rounded and is not based on competition. Your children will have the best time in a fun high energy atmosphere. We guarantee it!";;;"Judo";;;;;;;"https://www.facebook.com/zenbeimartialarts/";"https://www.youtube.com/user/zenbeijudoclub";;;1;1378;"No BJJ Classes"
"Rio Academy SLC";"http://www.rioacademyslc.com/";(801) 953-3728;"755 E 3300 S";"Salt Lake City";"UT";84106;;"United States";"Now is the time to learn one of the greatest martial arts.  Brazilian Jiu Jitsu is brought to you straight from Rio de Janeiro, Brazil where even the smallest can defend themselves against bigger assailants! We are also offering classes in Kali, a Filipino martial arts focusing on weapons based fighting and self-defense.";"http://www.rioacademyslc.com/uploads/3/5/3/0/3530045/1430858958.png";"http://www.rioacademyslc.com/classes.html";"Kid's Anti-Bully: Self-Defence principles for kids to help combat bullying, street safety, quality of life, and provide a leadership program for a better and ethical individual.";;;"Kali";;"http://www.rioacademyslc.com/classes.html";;"Pedro Ramidan";;;"https://www.facebook.com/Rio-Academy-SLC-1511924149019332/";"https://www.youtube.com/channel/UC-lyxjI3y5XgIx0FbyBQf5Q";"https://youtu.be/BX3XH4L4L8M";;1;1375;
"Rio Academy SLC";"http://www.rioacademyslc.com/";(801) 953-3728;"755 E 3300 S";"Salt Lake City";"UT";84106;;"United States";"Now is the time to learn one of the greatest martial arts.  Brazilian Jiu Jitsu is brought to you straight from Rio de Janeiro, Brazil where even the smallest can defend themselves against bigger assailants! We are also offering classes in Kali, a Filipino martial arts focusing on weapons based fighting and self-defense.";"http://www.rioacademyslc.com/uploads/3/5/3/0/3530045/1430858958.png";"http://www.rioacademyslc.com/classes.html";"Kid's Anti-Bully: Self-Defence principles for kids to help combat bullying, street safety, quality of life, and provide a leadership program for a better and ethical individual.";;;"Kali";;"http://www.rioacademyslc.com/classes.html";;"Pedro Ramidan";;;"https://www.facebook.com/Rio-Academy-SLC-1511924149019332/";"https://www.youtube.com/channel/UC-lyxjI3y5XgIx0FbyBQf5Q";"https://youtu.be/BX3XH4L4L8M";;1;1590;"Duplicate with id # 1375"
"Unified Krav Maga";"https://www.unifiedkravmaga.com/";(801) 616-6805;"9468 S 560 W";"Sandy";"UT";84070;;"United States";"This street oriented self defense program is favored by law enforcement agencies across the United States because we ONLY focus on training that works in real life. Krav Maga is easy to learn and apply so you don't need to train for 30 years to become proficient. In fact, Krav Maga is the ideal self defense system for men, women, and children of all ages and physical abilities. The techniques that have been extensively taught to police and military, the techniques they have used to save their own lives, are the same skills we’ll teach you. “. . . so one may walk in peace.”";"https://static.wixstatic.com/media/c873d8_369ffad34a384cc6a74cfc278fcf8938.png/v1/fill/w_136,h_138,al_c,q_80,usm_0.66_1.00_0.01/c873d8_369ffad34a384cc6a74cfc278fcf8938.webp";"https://www.unifiedkravmaga.com/krav-kids";"At Krav Maga Utah we give kids the tools to defend themselves in a real world but also the life skills they need every day like discipline, focus, and respect.  Give your kids the gift that lasts a lifetime, martial arts training at Krav Maga Utah! Krav Maga Utah prides itself in our kids program. Our ""Krav Kids"" programs teaches children how to get in shape, be safe and at the same time instill the life skills and character of a true martial artist. Upholding important values like courtesy, patience, respect, self control and integrity. We will also help your child achieve self discipline, high self esteem, a positive out look, a spirit of constant improvement, and an attitude that refuses to give up. These values and life skills will lead to remarkable improvements in academics, careers, and relationships, literally making a better community one ""Krav Kid"" at a time.";;;"Krav Maga, Muay Thai, Weapon Defenses";;"https://www.unifiedkravmaga.com/schedule";;"Joseph Gleed";"1 Week of Classes Only $20";"info@kravutah.com";"https://www.facebook.com/kravmagautah/";"https://www.youtube.com/user/KravMagaUtah";"https://youtu.be/WU-sLauQ5ms";;1;1393;
"Factum CrossFit and Mixed Martial Arts";"http://factumutah.com/";(801) 597-8176;"8383 S 700 W";"Sandy";"UT";84070;;"United States";"Factum CrossFit and Mixed Martial Arts in Sandy, UT founded our gym on the principle that not every mixed martial arts facility has to be filled with ""tough-guys"" who knock each other's heads off. Instead we have created a community based on how exciting, effective and purely fun Mixed Martial Arts can be. Let's face it, ellipticals suck. That's why we took the two best sports around, CrossFit and MMA and merged them into one gym. That way we can help you reach your fitness goals and make you a butt-kicker to boot.";"http://factumutah.com/img/factum-utah.png";;;;;"Crossfit, Olympic Lifting, Cardio Kickboxing, MMA, Muay Thai";;"http://factumutah.com/class-schedule";;"Joe Martinez";;;"https://www.facebook.com/TeamFactum/";"https://www.youtube.com/channel/UCLjVbvdqxoN6Xfeg3z4bRRQ";"https://youtu.be/FrWjS8ZsKjQ";;1;1387;
"Gracie Barra Sandy";"http://www.gbsandy.com/";(801) 432-8307;"8912 S 700 E";"Sandy";"UT";84070;;"United States";"Through the practice of Jiu-Jitsu, improve people’s lives with values and principles created by MASTER CARLOS GRACIE Jr. Showing that through the BROTHERHOOD, EXPANSION and INTEGRITY we can keep our legacy alive for the next generations. Gracie Barra is a Global Jiu Jitsu team and we’re is the first Gracie Barra in Utah! We’re so happy we chose the Sandy location because we love the community here. We’ve been so surprised and impressed with the people we’ve met and the families who have joined our little family. We’re lucky to be here!";"https://graciebarra.com/sandy-ut/wp-content/uploads/sites/81/2018/01/GracieBarraSandyUT-logo.png";"https://graciebarra.com/sandy-ut/kids-teens-programs/";"Children and teens of all skill levels and abilities will benefit from Jiu-Jitsu classes at Gracie Barra in Sandy, UT. Our Gracie Barra Kids Program is designed to teach children self-discipline as well as providing a unique way to express themselves. Our instructors are trained to interact and offer gentle correction for children and teens who practice the art of Jiu-Jitsu. Children over the age of three can begin their training at any of our 700 Gracie Barra Schools, experiencing the true power of brotherhood and integrity. Our GBK program is structured similarly to adult courses, with adaptations and modifications made to reach the different age ranges in the class. Jiu-Jitsu classes for children begin with the building blocks that are needed to teach the fundamentals of Jiu-Jitsu. We have developed a curriculum that is structured in a way that shows children and teens the value of routine, cooperation and self-awareness";;;;;"https://graciebarra.com/sandy-ut/our-school/#schedule";"Mon, Wed: 9:00am-10:00am, 4:30pm-7:00pm; Tues: 7:00am-8:00am, 4:30pm-8:00pm; Thurs: 7:00am-8:00am, 4:30pm-7:00pm; Fri: 9:00am-10:00am; Sat: 10:00am-12:00pm; Sun: 11:00am-12:00pm";"Duayne Bowers";;;"https://www.facebook.com/GracieBarraJiuJitsuSandyUtah/";"https://www.youtube.com/channel/UCuwOaxOA5tbQ49omYdjoUaA";"https://youtu.be/ve_04CzENgU";;1;1388;
"Justin's School of Brazilian Jiu Jitsu and Gymnastics";;(801) 441-9164;"9127 S 255 W";"Sandy";"UT";84070;;"United States";;;;;;;;;;;;;;;;;;1;1595;"Closed"
"Justin's School of Brazilian Jiu Jitsu and Gymnastics";;(801) 441-9164;"9127 S 255 W";"Sandy";"UT";84070;;"United States";;;;;;;;;;;;;;;;;;1;1392;"Closed"
