"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Bangkok Boxing Fitness - Midtown Atlanta";"http://bangkokboxingfitness.com/";(404) 603-9898;"1019 Collier Rd NW";"Atlanta";"GA";30318;;"United States";"Bangkok Boxing Fitness is the premier gym for mma, muay thai, boxing, fitness kickboxing and BJJ training in Georgia with locations in Atlanta Midtown and Gwinnett Duluth. Our instructors share over thirty years of professional fighting experience all over the world. We have the technical knowledge and the training routines to help you realize your goals and reveal a new you. Here families and professional martial artists work out side by side. When you join our gym, you join a community of active learners invested in their own health and well being. You will always have peers at your level of fitness and others that you can look up to and gain advice from.";"http://bangkokboxingfitness.com/images/logo-gold-trans.png";"http://bangkokboxingfitness.com/kids-bjj/";"Our Kids BJJ Program is offered at both our Midtown Atlanta location and Gwinnett Duluth location. Brazilian Jiu Jitsu is a martial art, a combat sport, and a self defense system that focuses on grappling and ground fighting. BJJ promotes the idea that a smaller, weaker person can successfully defend against a bigger, stronger assailant by using leverage and proper technique – such as joint-locks and chokeholds to defeat a bigger and heavier opponent. BJJ training can be used for grappling tournaments (gi and no-gi) and mixed martial arts (MMA) competition, or in self-defense. Our Kids BJJ classes are taught in a safe and controlled manner that will effectively teach you about control, take downs and submissions so you can round out your fighting game today.";;;"Fitness Kickboxing, Muay Thai, Boxing, MMA, Group Workout";;"http://bangkokboxingfitness.com/schedule-2/";;"Ajarn Khunpon";"1 free trial class offer with SignUp!";;"https://www.facebook.com/BangkokBoxingFitness/";"https://www.youtube.com/user/BangkokBoxing";"https://youtu.be/PtHDd7tYbE8";;0;498;
"X3 Sports - West Midtown";"https://x3sports.com/";(678) 903-0100;"1092 Huff Rd NW";"Atlanta";"GA";30318;"5/5 Stars";"United States";"Our X3 Sports West Midtown location is housed in a 10,000+ square foot facility convenient to the Westside, Howell Mill/Northside Drive, Atlantic Station, Midtown, and Downtown Atlanta. It is located at 1092 Huff Road, 1/4 mile off Howell Mill and accessible from several major exits off of I-75.";"https://x3sports.com/wp-content/uploads/2017/11/X3_Sports_Logo-01-300x251.png";"https://x3sports.com/classes-schedules/youth-classes/";"Kids and Teens in our X3 Sports youth programs learn discipline and fundamental techniques from experienced coaches. Our class-based training provides a positive outlet and increases focus, discipline, and school performance.";;;"Kickboxing, Boxing, Fast Track, Yoga, Power Track, Advanced Boxing, Muay Thai, MMA";;"https://x3sports.com/classes-schedules/current-schedules/";"Mon-Thurs: 6:00am-9:00pm, Fri: 6:00am-8:00pm; Sat, Sun: 8:00am-2:00pm";;;;"https://www.facebook.com/x3sports/";"https://www.youtube.com/user/X3SportsMMA/";"https://youtu.be/GtkI_6wrtbk";;0;509;
"Trammell Fitness & Martial Arts";"http://www.shidokanatl.com/";(404) 605-0094;"1745 Defoors Place, Suite A";"Atlanta";"GA";30318;;"United States";"Trammell Fitness & Martial Arts has provided Atlanta with the best in Fitness and Martial Arts instruction since 1999. 3X World Champion Richard Trammell has dedicated his life to providing practical and functional methods of fitness and martial arts training to clients. He has competed against and trained with the best in Tae Kwon Do, Karate, Kickboxing, Judo, Kickboxing, and Muay Thai.  TFMA is also the home of Shidokan Atlanta Dojo. Fitness and martial arts clients learn from experience professionals with years of experience.";"http://www.shidokanatl.com/uploads/6/4/0/2/64023951/10-29-2013-1000_orig.png";;;;;"Kickboxing, Boxing, MMA";;;;"Richard Trammell";;;"https://www.facebook.com/shidokanatlanta/";"https://www.youtube.com/channel/UCmOjhLKfM09ymrJRgYAEJnA";"https://youtu.be/SFwewzR3ve0";;0;505;
"American Top Team Atlanta";"http://attatl.com/";(404) 565-1972;"2110 Faulkner Rd NE";"Atlanta";"GA";30324;"5/5 Stars";"United States";"Roan “Jucão” Carneiro is the head Coach of American Top Team Atlanta and is currently fighting in the UFC. He is a world renowned coach as well as a competitor at the highest levels. As a coach, he has a track record of success, leading his students to consistent dominance within their respective divisions. Jucao and his students are represented winning fights in ONE-FC, BELLATOR, and UFC just to name a few. As a competitor, he has had 6 fights in the UFC, is the current BATTLEGROUNDS MMA welter weight champion, in addition to being the 2014 NO GI IBJJF world champion. Jucao recently returned to the UFC with a dominant submission in UFC 184. Here at American Top Team Atlanta, Jucao teaches Brazilian Jiu Jitsu, Mixed Martial Arts, and no gi grappling. If you want to be the best, train under the best!";"http://attatl.com/wp-content/uploads/2014/09/logo.jpg";"http://attatl.com/kids-jiu-jitsu/";"The Kids Jiu-Jitsu program is a great way to get your child active while learning skills that will be with them for the rest of their life. Much like the adult BJJ program, the kids program focuses on self defense techniques and ground grappling skills. Our instructors will work with your child to teach them respect, self confidence, self defense and personal fitness. While many kids these days are in front of the computer or video games, your child could be learning the skills that can keep them safe from predators. Some striking arts such as Karate and Tae Kwon Doe do not make sense for children to practice because even an untrained attacker could easily overwhelm them. However, Brazilian Jiu- Jitsu’s emphasis on leverage and technique allows even children to stop possible attackers with the right technique.";;;"Fitness Kickboxing, Muay Thai, MMA";;"http://attatl.com/schedule/";"Mon-Thurs: 10:00am-10:00pm; Fri: 10.00am-8.00pm; Sat: 10.00am-2.00pm ";"Roan “Jucão” Carneiro";"Free Trial";"info@attatl.com";"https://www.facebook.com/ATTATL";"https://www.youtube.com/channel/UCUtnc5vcprXaKzEbgBYqgOg";"https://youtu.be/X1ljPKxnIUQ";;1;495;
"Buckhead Jiu-Jitsu";"https://www.buckheadjj.com/";(678) 515-0472;"2144 Hills Ave NW";"Atlanta";"GA";30318;"5/5 Stars";"United States";"Learning together, pushing each other, and laughing along the way. We are a family. We work & play hard. We have fun & laugh. We push each other. We support each other. We learn from each other";"https://static.wixstatic.com/media/317681_2dec0af508f54f8fbd29137693017cb7~mv2.png/v1/fill/w_184,h_66,al_c,q_80,usm_0.66_1.00_0.01/317681_2dec0af508f54f8fbd29137693017cb7~mv2.webp";"https://www.buckheadjj.com/kids-progam";"Character development and personal growth that will impact every area of your child's life - for the rest of their life. Our kids program is a fun way for kids to get into fantastic shape, build self-confidence, learn respect, improve discipline, prevent bullying, and meet new friends. Kids will learn: Through self-discipline, commitment, and perseverance, you can accomplish anything; Improving focus and concentration helps you ignore distractions and fully engage in lessons at school, in sport, and at home; Patience pays off; When you are healthy and fit, you feel less stress, have more confidence, and live a happier & more positive life.";;;"Submission Grappling, FITin45";;"https://www.buckheadjj.com/class-schedule";;"Sam Joseph";;"sam@buckheadjj.com";"https://www.facebook.com/buckheadjj";"https://www.youtube.com/Buckheadjj";"https://youtu.be/pysHDsoHT9A";;1;499;
"Atlanta Kyusho and Jujitsu";"http://atlantajujitsu.com/";(678) 596-4051;"2213 Faulkner Rd NE";"Atlanta";"GA";30324;"5/5 Stars";"United States";"Atlanta Kyusho and Jujitsu was started on the basis of working multiple methods and principles of martial arts – including Okinawan Ryukyu Kempo, Combative Small Circle Jujitsu, Brazilian Jiu Jitsu, and the Filipino weapons martial art of Modern Arnis – to learn realistic and practical self-defense. Learn versatile skills that range from simple pain compliance and control techniques to protection in life-threatening situations. We combine skills of grappling and striking to create a well-rounded martial artist. AKJ teaches the self-defense skills as well as traditions and history of the arts as it relates to integrity of the art and the self-cultivation of its practitioners. EMPOWER YOURSELF in building skill, strength, character, community, and confidence.";"http://atlantajujitsu.com/wp-content/uploads/2018/12/AKJ-LOGO-2016.jpg";"http://atlantajujitsu.com/martial-arts/kids-martial-arts-class/";"AKJ KIDS Martial Arts is not only a program for kids to kick and punch. It’s a developmental program for kids to excel in life while learning discipline, control, emotional intelligence, sportsmanship, and the excellent self-defense skills in martial arts. Invest in your child’s future with us at AKJ. Now enrolling ages 4 to 6 in Tiger Tribe and 7 to 12 in the Dragon Tribe.";;;"Ryukyu Kempo, Small Circle Jujitsu, Modern Arnis";;"http://atlantajujitsu.com/schedule/class-schedule/";;"Josh D. Moree";"1 free trial class offer with SignUp!";;"https://www.facebook.com/atlantajujitsu";"https://www.youtube.com/c/AtlantaKyushoJujitsu";"https://youtu.be/91dURtcS7-8";;1;496;
"X3 Sports - Inman Park";"https://x3sports.com/";(678) 903-0100;"240 N. Highland Avenue, Suite B2";"Atlanta";"GA";30307;"4/5 Stars";"United States";"X3 Sports Inman Park, housed in a 8,500 square foot facility in the heart of Inman Park, is convenient to the Highlands, Midtown, and Downtown Atlanta areas. Located off the Freedom Parkway exit of I-75/I-85 on Highland Avenue, you'll find us right off the Beltline near a variety of restaurants and shops, including Inman Perk, Parish, and Barcelona Wine Bar.";"https://x3sports.com/wp-content/uploads/2017/11/X3_Sports_Logo-01-300x251.png";"https://x3sports.com/classes-schedules/youth-classes/";"Kids and Teens in our X3 Sports youth programs learn discipline and fundamental techniques from experienced coaches. Our class-based training provides a positive outlet and increases focus, discipline, and school performance.";;;"Kickboxing, Boxing, Fast Track, Yoga, Power Track, Advanced Boxing, Muay Thai, MMA";;"https://x3sports.com/classes-schedules/current-schedules/";"Mon-Thurs: 6:00am-9:00pm, Fri: 6:00am-7:00pm; Sat, Sun: 8:00am-2:00pm";;;;"https://www.facebook.com/x3sports/";"https://www.youtube.com/user/X3SportsMMA/";"https://youtu.be/GtkI_6wrtbk";;0;508;
"Unit 2 Fitness";"https://www.unit2fitness.com/";(404) 745-3019;"240 Ponce De Leon Ave NE #2";"Atlanta";"GA";30308;"5/5 Stars";"United States";"Unit 2 Fitness is a locally owned CrossFit and Martial Arts gym in midtown Atlanta, GA.  Unit 2 was founded by a small group of martial artists and professional fighters who, like many of you, were fed up with corporate “big box” gym.  Gyms that lacked the equipment and programs needed to achieve the elite levels of fitness required for competition.  The founders designed Unit 2 to have a team-like atmosphere.  A gym where people can train hard, learn from some of the most skilled martial artists in the business and see results.  Since opening in 2007 Unit2 has done just that. Unit 2 Fitness is an award-winning gym having been voted the Best Gym, Best Cardio Class, Best CrossFit, and Best Martial Arts gym in Atlanta.  TapOut Magazine has rated us as one of the Best Grappling Academies in the United States and Men’s Health referred to Unit 2 as the best place to get a “hardcore” workout in Atlanta. With so much instructional talent under one roof, it’s no surprise that Unit 2 produces WEC World Champions, Iron Ring Champions, Strikeforce and UFC winners.  Not to mention a winning history in grappling in Georgia.  Unit 2 Fitness has taken people who work in corporate America and turned them into competitive athletes at the national level.  We can help you get into the best shape of your life. ";"http://www.unit2fitness.com/wp-content/uploads/2018/05/new_logo_small.jpg";"http://www.unit2fitness.com/classes/kids-martial-arts/";"Brazilian Jiu Jitsu is a martial art self defense system that focuses on grappling and ground fighting. BJJ promotes that a smaller, weaker person can defend against a bigger stronger assailant by using proper technique and leverage. Our programs start at approximately 7 years of age and extend until 12 years of age. 13+ kids may take the adult classes.";"http://www.unit2fitness.com/classes/martial-arts/women-martial-arts-and-self-defense/";"Unit 2 Fitness offers Brazilian Jiu-Jitsu for women. These classes are similar to our regular classes, however, only women may attend and the techniques used are specifically for women.  This is an excellent way for you to learn self defense techniques that are proven to work in the real world.  You will learn to drill each technique with a partner in class and learn to use them in real time. This class is excellent for people that are interested in learning martial arts in an environment exclusively for women.  As a self defense system few programs have proven themselves as well as BJJ.  The only way to be able to defend yourself is to regularly and consistently train the movements and techniques you will use.  We focus on techniques that can be used to immobilize larger and stronger opponents. Our women’s Brazilian Jiu-Jisu class also trains for competition in many of the local tournaments and national tournaments.  Several of our participants have won local, regional, national, and world titles. All women in the program are also welcome to do any Brazilian Jiu-Jitsu class at the gym in addition to the women’s only classes.  After training in the women’s only class you may find that not only can you roll with the boys but in many cases you can tap them!";"CrossFit, Kickboxing, Personal Training, Muay Thai, MMA, HEMA - Historical Fencing Class,";;"http://www.unit2fitness.com/schedule-2/";;"Jeff Boudreaux";"1 week free trial offer!";;"https://www.facebook.com/Unit-2-Fitness-30007669151/";"https://www.youtube.com/user/unit2fitness";"https://youtu.be/cqg4uRoUf7s";;1;507;
"The Martial Arts Center";"https://tmacenter.com/";(404) 315-1040;"2002 Weems Rd";"Tucker";"GA";30084;"5/5 Stars";"United States";"Our facility spans over 6100 square feet. Beautifully laid out! We offer 3 large training areas which are fully matted. Comfortable seating is available next to each of our training mats. At The Martial Arts Center in Tucker and Atlanta we provide separate Men and Women dressing rooms as well as bathrooms. We believe in keeping a clean and organized environment. We are confident that you will enjoy your total experience. The Martial Arts Center in Tucker and Atlanta ~ Karate and Jiu-Jitsu is conveniently located in Tucker, Georgia at the crossroads of Weems and Lavista Road. We can be found in the 'Lavista Park Business Center' directly behind the 'Movie Tavern' and down the street from 'Mellow Mushroom Pizza'. We are proud to service the communities of Tucker, Atlanta, Druid Hills, Avondale Estates, Buckhead, Stone Mountain, Decatur, Northlake, Virginia Highlands, Morningside, Northlake, and Dekalb County by offering instruction in Okinawan Shuri-Ryu Karate and Shintoyoshin-Kai Jujitsu Martial Arts.";"https://tmacenter.com/img/dragoncirc_big.png?1550579180";"https://tmacenter.com/children-karate-tucker-atlanta/";"At The Martial Arts Center in Tucker and Atlanta, we believe in whole body wellness. Our goal is to provide self-defense training and physical conditioning in a focused and disciplined environment. The results are a healthier body, a calmer spirit and a more focused mind.";;;"Karate";;"https://tmacenter.com/class-times/";"Mon-Thurs: 3:00pm-9:00pm, Sat: 9:00am-12:00pm";"Michael Hernandez";"1 free trial class offer with SignUp!";"office@tmacenter.com";"https://www.facebook.com/tmacenter";"https://www.youtube.com/user/tmacenter";"https://youtu.be/SflJhdoAfaU";;1;504;
"R.P. Brazilian Jiu-Jitsu";"https://www.atlbjj.com/";(404) 740-2744;"2997 Cumberland Blvd SE";"Atlanta";"GA";30339;"5/5 Stars";"United States";"Starting Jiu-Jitsu is not just starting a sport, it's joining a family!";"https://static.wixstatic.com/media/271f51_7637642166964d689cd7cc5b5d6d64b1~mv2_d_1973_2162_s_2.png/v1/fill/w_100,h_110,al_c,q_80,usm_0.66_1.00_0.01/271f51_7637642166964d689cd7cc5b5d6d64b1~mv2_d_1973_2162_s_2.webp";;"Our kids program is designed to help your child increase their self-esteem, improve focus, and enhance their health & fitness  Our program is perfect for any child, including: those looking to have fun while learning a new skill, kids wanting to protect themselves from bullies and those who want to test their Jiu-Jitsu skills in a team competition setting.  We are committed to helping our students achieve their goals!";;;"Cardio Kickboxing, Self Defense";;;;"Ranieri Paiva";"Try Five Classes (a $125 value!) for Only $25";"atlrpbjj@gmail.com";"https://www.facebook.com/atlbjj/";"https://www.youtube.com/channel/UC--bNdCHra3m121QJUXva0w";"https://youtu.be/HPQLxZuds1I";"Ranieri Paiva: 2X World Master Champion; 2X Panamerican Champion; 5X International Open Champion; U.S. No Gi National Champion";1;503;
"Fitbox Training";"https://www.fitboxtraining.com/";(404) 445-8324;"4745 Ashford Dunwoody Rd";"Atlanta";"GA";30338;;"United States";;"https://static.wixstatic.com/media/e4a539_5962a83528ce475a8e862dce46889109~mv2.png/v1/crop/x_0,y_8,w_1169,h_1339/fill/w_62,h_71,al_c,q_80,usm_0.66_1.00_0.01/e4a539_5962a83528ce475a8e862dce46889109~mv2.webp";;;;;"Kickboxing, Hybrid Fit, Fit Power, Athletic Mobility & Recovery Training, Yoga Flow, Athletic Performance/Speed & Agility Training, Boxing, Fit Boxing, Muay Thai, MMA";;"https://docs.wixstatic.com/ugd/e4a539_0796967b26824e299e59e8decb3a0533.pdf";"Mon-Fri: 6:00am-9:00pm, Sat: 8:00am-3:00pm, Sun: 9:00a-2:00pm";;;;"https://www.facebook.com/fitboxperimeter/";;;;1;506;
