"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Renzo Gracie Academy of Newark";"http://www.renzogracienewark.com/";(973) 351-4064;"172 McWhorter St";"Newark";"NJ";"07105";;"United States";"We are located in the heart on Newark N.J.'s Ironbound section, just a 10 minute walk from Newark Penn Station and Path Trains. We offer classes six days a week in Brazilian Jiu-Jitsu. If you would like to learn Brazilian Jiu-Jitsu to get into shape, learn self defense, to become a serious competitor, or to just relieve a little stress,  our facility is the place to train. We provide a safe and friendly enviornment under the supervision of a great team of Instructors. We run over 20 classes a week, including classes for KIDS ,WOMEN, and TEENS. We incorporate strength and conditioning & cardiovascular excercises into our everyday workouts by using Kettlebells, Bulgarian Bags, TRX, Battling Ropes, and many other workout tools that we have on premises. We are a proud member of the RENZO GRACIE ASSOCIATION, an elite group of Jiu-Jitsu schools that are held to the highest standard of training ,officially endorsed by RENZO GRACIE";"http://www.renzogracienewark.com/yahoo_site_admin/assets/images/IMG_6697.69171433.jpg";"http://www.renzogracienewark.com/kids";"A typical class starts off with bowing in then immedietly to streching. After the stretch they start with conditioning excercises (jogging, jumping, push-ups, sit-ups, sprawls, rolls, etc.). After conditioning, the kids get a small water break, then we go into the technique of the day. Once the kids have drilled their technique, we allow them to roll (or spar) with each other. Sometimes the instructors jump in with the kids to have a little fun. After rolling, the students once again line up to bow out and hear announcements. At the completion of class, every student and instructor shakes each others hand. ";;;;;"http://www.renzogracienewark.com/schedule";;"Marco Teixeira";"Free Intro Class";"sean@renzogracienewark.com";"https://www.facebook.com/renzo.newark";;;;1;1002;
"Ironbound Jiu Jitsu";;(973) 634-8922;"217 Chestnut St.";"Newark";"NJ";"07105";;"United States";;;;;;;;;;;;;;"https://www.facebook.com/bjjnewark/";;;;1;1003;
"Team Carvalho";"http://www.teamcarvalho.com/";(201) 362-9712;"85-99 Hazel St";"Paterson";"NJ";"07503";;"United States";"Since 1994, the year of its foundation, Team Carvalho has become renowned in the field of martial arts. This victorious ascent started with Sensei Ricardo Carvalho’s initiative when he decided to start his own academy because of the large number of students he had. Previously, in 1989, his brother — Sensei Edson Carvalho - had left to fight in Rio de Janeiro, Brazil, where he quickly attained and established great fame. So with intentions to honor his brother Sensei Ricardo Carvalho named the academy after him. At that time, Jiu-Jitsu was being promoted in the state of Bahia in Brazil, although the largest concentration of fighters was in Rio de Janeiro, São Paulo, and the city of Manaus in the state of Amazonas. Sensei Edson Carvalho is a native of Bahia and because he already had a large following and respected name in Rio de Janeiro, he was able to command a greater interest and his fellow citizens' great admiration thus he was the catalyst for the growth of Jiu-Jitsu in Bahia. Competitions were taking place everywhere in Bahia and they were great incentives for fighters who wanted better performances and greater competitiveness; all with a healthy and positive balance. In that context, Senseis Edson and Ricardo Carvalho created “(JJFB) Federacao Baina De Jiu-Jitsu” in 1996.  Their objective was to manage the growth of the sport in Bahia different from other states. After all, they had an extensive historical and strong influence from the discipline of Judo in their backgrounds.  The difference is in the slogan of JJFB: "" Jiu-Jitsu Against Drugs"". A philosophy of discipline and respect among the participants, athletes and leaders is followed not only by JJFB but for all that join Team Carvalho anywhere in the world. Welcome to Team Carvalho! You are family!!! Come in and make yourself at home.";;"http://www.teamcarvalho.com/kids-judo.html";"Lil Lions JUDO (kids judo PROGRAM Ages 4-6) Is your child full of energy? Is your child shy? Is your child in need of physical activity? Would you like to see a dramatic improvement in your child's overall behavior? Do you want your child prepared mentally and physically for a successful future full of sports participation and physical education? Then our kids Judo program is for you!  Don't worry, these questions are perfectly normal and are asked by parents that worry about their children's well being. In this regard, Team Carvalho serves as an incentive to change bad habits and develop abilities that will help his or her overall growth. The abilities that your son or daughter will acquire with Team Carvalho, will help them develop as human beings and become confident, attentive, disciplined, responsible, respectful of others, better adjusted socially, with good motor and cognitive coordination, more agile, with good reflexes, self-esteem, self-knowledge, and self-control in any situation that life brings them. The importance of the Judo in your child’s development:  Judo is practiced by both sexes and it has contributed greatly with parents and teachers in helping children's development. In some countries such as France and Japan, Judo is such an important sport that it is part of the school curriculum. The child that practices Judo develops muscles gently. Many orthopedic physicians recommend Judo during childhood, because they believe that it’s a good for normal development in this stage of life without compromising growth and physical structures. The practice of a sport is essential to motivate a child all around. It helps children occupy their minds with healthy thoughts and attitudes and it develops the body in a healthy way. ";;;"MMA";;"http://www.teamcarvalho.com/schedule.html";;"Sensei Edson Carvalho";;;"https://www.facebook.com/CarvalhoUSA/";;;;0;1008;
"Girl Fight";"http://gfight.com/";(732) 503-9744;"1800 Lakewood Rd., Unit 4";"Toms River";"NJ";"08755";;"United States";"Girl Fight was established in 2009 by Prairie Rugilo. After many years away from the Martial Arts and a regular fitness routine. She was on a journey to get “back in shape”, and could not find a place of inspiration. Girl Fight was specifically designed for women, by a woman; who are looking to lose weight, have fun and feel valued in her own skin. At Girl Fight, ""getting in shape"" will automatically happen thru a regular Martial Arts practice. We offer something for everyone; Brazilian Jiu Jitsu, Muay Thai, Boxing, Fitness, Kickboxing classes and Self Defense lessons. If you prefer a one-on-one private lesson, we offer personal training too! Our mission is to Empower ourselves and others thru Martial Arts.";;"http://gfight.com/martial-arts-for-girls-in-toms-river/";"The Girl Fight Martial Arts & Fitness program has been designed and tested for girls, by girls for over a decade. We take pride in knowing, that no other school, can offer your daughter a female-specific program, like GIRL FIGHT can. Is your child shy? Does she struggle with ADD, ADHD or Obesity? Do you need help teaching her child about discipline and self-control? Are you afraid your daughter suffers from poor self-esteem, bullying or a bad attitude? We believe it takes a village to help raise a child. We work with parents and families, as a team, to help instill good values, self-respect, discipline, build self-esteem; not just on the mats, but at home, in school and throughout life. At Girl Fight, we work with you to get the results your daughter needs to be successful at home, school and in life. We offer age-specific Martial Arts classes, geared towards building listening skills, discipline, confidence & self-awareness. Sessions are 30-45 minutes and include Martial Arts, Cardio, Strength and Endurance training. ";"http://gfight.com/girl-fight-womens-martial-arts-and-self-defense/";"The Girl Fight gym and all of our classes are designed for women who are interested in defending themselves, but have little interest in the male-dominated programs available in traditional martial art schools. We have found, in most cases, women will avoid training simply due to the atmosphere of a male-dominated program. The Girl Fight gym will give you a solid understanding and a strong ability to perform under stress, by providing proven techniques, based on the science and anatomy of fighting.";"Muay Thai, Boxing, Fitness, Kickboxing, Self Defense";;"http://gfight.com/girl-fight-gym-schedule/";;"Prairie Rugilo";"Free Intro Class";"thegirlfight@gmail.com";"https://www.facebook.com/GirlFightMMA/";"https://www.youtube.com/user/GirlFightMartialArts";"https://youtu.be/lgOFJkGBsRQ";;1;968;
"Madama Jiu-Jitsu";"http://www.madamajj.com/";(732) 504-7423;"953 Fischer Blvd";"Toms River";"NJ";"08753";"5/5 Stars";"United States";"We all know that we need to eat healthy diets and exercise regularly to get in shape. For many of us, regular exercise means joining a gym or starting to run, but most seldom stick with it.  Why? We rapidly become disinterested and give up because exercise for the sake of exercising is boring. Enter Madama Jiu-Jitsu. There is no better physical workout than Brazilian Jiu-Jitsu and Muay Thai. It challenges the body as well as the mind. It is fun, never boring, and you're always training with friends that will encourage you every day that you train.";"http://static1.squarespace.com/static/53907daee4b03f812ee21c3d/t/5a63d0280d92971507765ad5/1557168739211/?format=1500w";"http://www.madamajj.com/kids-junior-jiujitsu";"At Madama Brazilian Jiu-Jitsu Academy we have specialized kids programs in Brazilian Jiu-Jitsu, no-gi grappling, and kickboxing five days per week. Our programs aren't play-time though we do use a game-centered teaching program to better have our kids in a mindset to learn. Our kids learn real Brazilian Jiu-Jitsu and real kickboxing techniques. While these techniques are simplified, they are not watered down. Our goals are not only to increase their discipline, fitness levels, and ability to defend themselves but also to be ready to work seamlessly into our adult classes when they become old enough. Our classes are for children between the ages of 6 (depending on their maturity) and 14-years-old. Our instructors have years of experience teaching martial arts to children. Our head instructors (or coaches) are all parents and many of our assistant coaches have either graduated from the kids classes into the adult classes or are senior students with a passion for teaching and helping our kids.";;;"Kickboxing";;"http://www.madamajj.com/new-page-2";;"Josh Madama";;"madamajj@gmail.com";"https://www.facebook.com/madamajj/";"https://www.youtube.com/channel/UCkxi1WP-72cipDNzJgniZWA";"https://youtu.be/MfCC47IxooQ";;1;970;
"Elijah Brazilian Jiu Jitsu";"http://www.ebjj.com/";(908) 578-2522;"1330 Stuyvesant Ave";"Union";"NJ";"07083";;"United States";"At Elijah Brazilian Jiujitsu our students come from all walks of life and start at different fitness levels. We love to work with beginners and elite athletes alike. No matter what your starting level is, you'll get a great workout, gain lean muscle, and learn techniques to keep you and your family safe.";"http://www.ebjj.com/assets/school/1253/logo.png";"http://www.ebjj.com/klma";"Elijah Brazilian Jiujitsu Program Not Only Teaches Kids Self-Defense… But Gives Them The Tools They Need For Success In Life…From focusing, to goal setting, to self-discipline, to self-respect – kids emerge from this program changed for the better. And their parents couldn't be happier. ";;;;;;;"Tyrone Elijah";;;"https://www.facebook.com/Elijah-Brazilian-Jiujitsu-229036140445986/";;;;1;1014;
"US Martial Arts Academy Inc";"http://usmartialarts.biz/";(856) 794-8877;"3430 E Oak Rd";"Vineland";"NJ";"08361";;"United States";"Located in Vineland, NJ, the U.S. MARTIAL ARTS ACADEMY provides world class training in self-defense, respect, confidence, and self-control for all ages. ";"http://usmartialarts.biz/images/logo.png";;;;;"Grappling, Tae Kwon Do, Hap Ki Do, Haidong Kumdo";;"http://usmartialarts.biz/images/Schedule-2017.pdf";;"Grand Master Yeon";;"mastergene-tammy@usmartialarts.biz";;;;;1;1013;
"Tiger Schulmann's Martial Arts";"https://tsk.com/";(973) 475-8636;"1605 Rt 23 South";"Wayne";"NJ";"07470";;"United States";"A Wayne mainstay since December 1994, this New Jersey location is the place to go for all of your mixed martial arts interests. With a roster of tailored kickboxing, kids’ martial arts, mixed martial arts, karate, Muay Thai and jiu jitsu classes, there’s something for everyone in this 3,000 square foot studio, including parking. No experience? No problem. Under the direction of head instructor Scott Zapfel and his team of handpicked, highly trained and skilled teachers, you’ll set and reach your fitness goals while gaining key self-defense skills, self-discipline, and a higher level of confidence. Give us a call today to learn more about the Wayne, New Jersey location of Tiger Schulmann’s Martial Arts.";"https://tsk.com/wp-content/uploads/2015/12/logo-tiger-schulmanns.png";"https://tsk.com/locations/new-jersey-locations/wayne/kids-martial-arts";"Help your children achieve success in all aspects in their life and enroll them in the kids martial arts curriculum at the Wayne location of Tiger Schulmann’s Martial Arts. The kids martial arts curriculum at the Wayne location of Tiger Schulmann’s Mixed Martial Arts helps your child achieve success in all aspects of his or her life. Because learning martial arts with us isn’t just about giving your child the confidence, focus, and strength he or she needs to tackle any of life’s challenges. It is about helping your child find his or her place in a 30 year legacy of former and present Tiger Schulmann’s Mixed Martial Arts students who are Ivy Leaguers, successful doctors, lawyers, teachers, scientists, and everything in between. We like to call that success rate Kidfidence. Unlike other kids martial arts programs, Tiger Schulmann’s Mixed Martial Arts has been an institution of excellence for more than 30 years. Master Daniel “Tiger” Schulmann, and his team of expert instructors, blended the most effective martial arts styles, techniques, and values to create the cornerstone of Tiger Schulmann’s Mixed Martial Arts. Our curriculum is dynamic and ever-changing, just like your child. Master Schulmann and his team of expertly trained instructors make continual refinements and innovations to ensure that our students receive the best, most effective training possible. Your child will gain confidence, focus, discipline, tenacity, and the ability to protect himself or herself through our exercise programs. When we say your child will be trained by experts, we mean it. All of our instructors are trained in child psychology and have a minimum of 10 years of high-level martial arts training. To keep their skills in tip-top shape, each instructor trains every week with Master Schulmann and his brother Ron, an 8th degree black belt, at our headquarters in Elmwood Park, New Jersey. The Wayne school is even owned and run by dedicated Tiger Schulmann’s instructors! Our bully prevention and self-defense techniques really work and the Tiger Schulmann’s MMA Competition Team has the championship belts to prove it. So come by and see why the Wayne location of Tiger Schulmann’s Mixed Martial Arts is the best place for your child. Because it’s a fact, confident kids are happy, successful kids. And the parents of confident kids are proud parents.";;;"MMA, Kickboxing, Karate, Muay Thai";;;;"Scott Zapfel";;"wayne@tsk.com";"https://www.facebook.com/TigerSchulmannsWayne";"https://www.youtube.com/channel/UC7BH7IlSifPW_Hc6UAvYJGg";"https://youtu.be/KweOYMCrmKA";;1;998;
"White Tiger Martial Arts";"https://wtma-nj.com/";(973) 633-0500;"415 Hamburg Turnpike, Ste D4";"Wayne";"NJ";"07470";"5/5 Stars";"United States";"From beginners to experts, we are providing Wayne with the most well-rounded Martial Arts training around. Whether you’re hoping to take your skills to the next level or you’re just looking to get in shape and stay active, we have a class for you. We specialize in providing comprehensive Kids Martial Arts classes for children, practical Adult Classes for teens and grown-ups, and a high-energy fitness program that is second to none. Enjoy the physical, emotional, and social benefits of Martial Arts training today at White Tiger Martial Arts.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/84996.jpg";"https://wtma-nj.com/classes/Kids-Martial-Arts-";"There's no better way to get your child started on the right path than with Kids Martial Arts Classes at White Tiger Martial Arts In Wayne. We offer you age-specific programming that allows children of all experience and developmental levels the opportunity to succeed. Your child will grow physically, mentally, and emotionally in ways other sports simply can't offer.";;;"Roufusport Kickboxing, Taekwondo, Muay Thai Kickboxing, Eskrima (Filipino Martial Arts)";;;;"Reggie Trinidad";;"wtma-nj@comcast.net";"https://www.facebook.com/WHITETIGERMMA/";"https://www.youtube.com/user/rtrin77";"https://youtu.be/Ec_AZHnY3mk";;1;1000;
"Up Top Martial Arts Academy";"http://www.martialartswaynenj.com/";(973) 692-1991;"87 Berdan Ave";"Wayne";"NJ";"07470";"5/5 Stars";"United States";"We are dedicated to teaching well-rounded, reality-based self defense skills that actually work. At Up Top Martial Arts, you will find a group of friendly peers training in modern methods that are designed to get results. Each class is guaranteed to provide a first-rate workout that will give you the self defense skills necessary for virtually any situation. Get in the best shape of your life, with the ability to defend it! The martial arts taught at Up Top Martial Arts is not bound to any particular style. Although we have our base styles, the curriculum is constantly evolving in order to be sure that the techniques taught are functional and reality based. ";"http://www.uptopmartialarts.com/wp-content/uploads/2011/08/logo01.png";"http://www.uptopmartialarts.com/programs/kids-programs/kids-brazilian-jiu-jitsu";"Brazilian Jiu-Jitsu is a cutting edge martial art made famous by the Gracie family of Brazil known for its highly effective ground grappling techniques. In this class your child will learn how to control an opponent on the ground using proper technique and leverage and apply a number of finishes proven to be effective against all body types. Children will learn balance, develop flexibility, and most importantly practice self-control and discipline in order to be successful in this art. Safety is our highest concern in this very physical martial art. Each technique taught in our Kids BJJ Program has been carefully chosen with both safety and effectiveness in mind. As a result, your child will learn an effective art for self-defense, without the need for punching and kicking, in the safest manner possible.";;;;;"http://www.uptopmartialarts.com/schedule";;"Ioannis (Yanni) Hronakis";;"info@uptopmartialarts.com";"https://www.facebook.com/UpTopMartialArts/";"https://www.youtube.com/user/UpTopMartialArts";"https://youtu.be/0uQDJlRl7RA";;1;999;
