"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Team 1 Martial Arts and Fitness";"https://www.t1mafit.net/";(803) 269-9594;"535 Clemson Rd";"Columbia";"SC";29229;;"United States";"Respect Others. Train Hard. Make Friends";;"https://www.t1mafit.net/jiu-jitsu-ages-6-12.html";"Our Program develops the Child and the Athlete: Confidence; Team Work; Leadership; Exceptional Balance and Coordination; Expert Level Falling and Tumbling; Self Defense Skills designed to not hurt an opponent";"https://www.t1mafit.net/womens-bjj.html";"Learn in a stress free social environment. Get fit and learn self defense at the same time. Be a part of a group designed to empower and support you. Learn skills adapted specifically for women's self defense. Learn to win even from the bottom of an engagement";"Karate, Archery, Tai Chi, American Stick Fighting";;"https://www.t1mafit.net/uploads/1/4/7/9/14799212/fall_schedule_2019.pdf";;;;;;"https://www.youtube.com/channel/UCHjl41PBa0UIzenTG9P7XPQ";"https://youtu.be/GiT8uj0Qmtc";;1;1214;
"Fudo Shin Jujitsu and Combat Arts School";"https://www.thewarriorwarehouse.com/";(803) 569-7885;"7230 Middle St";"Columbia";"SC";29223;;"United States";"The Warrior Warehouse"" is the one stop shop for martial arts and fitness training in Columbia, SC. This 9000 square foot facility houses the best martial arts training, and will allow you to reach the pinnacle of your martial arts goals. At the Warrior Warehouse you will get the best in Boxing, MMA, Muay Thai, Jujitsu, Judo, Wrestling, Bujinkan Taijitsu,and Hardcore Fitness training for both youth and adults. Our instructors have years of experience in their discipline, and bring it to our students to make them the best! Our school is known for its intense training regiments and programs that gets you hardcore results! To sum it up at the Warrior Warehouse, we train and live by this quote by Heraclitus: ""Out of every one hundred men, ten shouldn't even be there, eighty are just targets, nine are the real fighters and we are lucky to have them, for they make the battle. Ah, but the ONE, one is a WARRIOR, and he will bring the others back."" We strive to be the one, we strive to be the warrior...welcome to the ""Warrior Warehouse!""";;"https://www.thewarriorwarehouse.com/combat-arts";"Youth Mixed Martial Arts is a pure self defense hybrid system. Youth will be trained in several martial arts to include Boxing, Jujitsu, Judo, Wrestling, Karate, Muay Thai, and more! Kids will gain self confidence, discipline and increased physical fitness. Students will need to maintain an above “C” average in school and will be required to bring in their report cards and interim reports to reflect that. Grades and conduct outside the school are very important to The Warrior Warehouse. Youth will also be taught the importance of refraining from violence and conflict resolution to avoid using there self defense outside of school. The most important self defense school is never having to use it. Beginning age for this program is 6 years of age(Younger age may be considered based on  maturity level and attention span). ";;;"Boxing, MMA, Muay Thai, Jujitsu, Judo, Wrestling, Bujinkan Taijitsu, Hardcore Fitness Training";;"https://www.thewarriorwarehouse.com/schedule";;"Lance Adams";;"fudoshinjujitsu@gmail.com";"https://www.facebook.com/FudoshinMMA/";;;;1;1211;
"Charleston Self Defense Academy";"https://charlestonfitmma.com/";(843) 619-1975;"428 Redbank Rd.";"Goose Creek";"SC";29445;"4.2/5 Stars";"United States";"Learn from the best Martial Arts instructors in the area who are dedicated to providing a stable, family environment where you can excel in your personal goals and find a varied and supportive community. Whether your plan is to compete, lose weight, meet new like-minded people or increase your day-to-day life, we will help you get there faster than you ever thought possible while having fun doing it! The benefits of Marital Arts classes are endless. From confidence and self-esteem to discipline and empowerment, whether you’re enjoying or Kids Marital Arts classes or our Adult programs, you’ll start seeing improvement in mind, body and spirit in only a few short classes.";"https://charlestonfitmma.com/wp-content/uploads/2018/10/charleston-fitness-and-mma-104581.png";"https://charlestonfitmma.com/program/goose-creek-kids-martial-arts-classes/";"Our Kids Martial Arts classes are designed to instill discipline, respect, confidence, and leadership skills, while also teaching the fundamentals of martial arts. Every parent wants their child to be happy and healthy, and at Charleston Self Defense we want the same thing for every child! Martial Arts teaches more than just kicks and punches; we teach your child how to be successful on and off the mat. Our classes are open to kids 4 years and older, with no experience needed! Our trained and experienced staff are accustomed to working with kids of all ages and fitness levels, so no one ever feels left behind or out of place. It doesn’t matter if your child is shy or outgoing, we guarantee Kids Martial Arts in Goose Creek has something great to offer everyone!";;;"Boxing, Kickboxing, Judo, Krav Maga Self Defense";"Single Discipline - $90.99 per month; Multi-Discipline - $119.99 per month; Kids Program - $90.99 per month; Family: Depends on program - 1st member full price, 2nd member 25% off, 3rd & 4th members 50% off each, additional members FREE";"https://charlestonfitmma.com/schedule/";"Mon-Fri: 5:00pm-8:30pm, Sat: 11:00am-1:00pm";"Tim Breckenridge";"Two Week Trial $50.00 ";"info@charlestonfitmma.com";"https://www.facebook.com/CharlestonSELFDEFENSE/";"https://www.youtube.com/channel/UCnG0M3VEjbNZaT90ybZNb8g";"https://youtu.be/VmscU6DJUHo";;1;1218;
"FightWorks Academy";"https://www.fightworksacademy.com/";(703) 863-7843;"1200 Woodruff Rd, Suite H-16";"Greenville";"SC";29607;"5/5 Stars";"United States";"FightWorks is a martial arts school offering training and instruction in Gracie Jiu-Jitsu (GJJ) and is an official Relson Gracie Academy serving Greenville and the upstate of South Carolina. Whether you want to learn self defense or BJJ competition skills this is the school for you. Our classes are for those who want to meet some new friends, get in great shape, and learn some fantastic skills. So come get on the mats and see why Gracie Jiu-Jitsu is changing the planet one person at a time.";"https://www.fightworksacademy.com/wp-content/uploads/2016/02/logo.gif";;;;;;;"https://www.fightworksacademy.com/schedule/";;"Dan Wallen";;"info@fightworks.net";"https://www.facebook.com/fightworksacademy/";"https://www.youtube.com/channel/UCn4s5s80CJNKDT3TC6pwmZA";"https://youtu.be/XG8US-W2SC4";;1;1223;
"UFC GYM Greenville";"https://ufcgym.com/";(864) 214-3174;"2435 E North St";"Greenville";"SC";29615;;"United States";"UFC GYM® is the only fitness facility of its kind, and the only one inspired by the world's absolute undisputed leader in mixed martial arts. Whether it is boxing, kickboxing, jiu jitsu, or one of the hundreds of classes offered, you are guaranteed a complete workout experience.";;"https://ufcgym.com/classes/youth-brazilian-jiu-jitsu-gi";"Students will learn that there is a time and a place for martial arts training. The program integrates; self-defense techniques, conditioning and skill oriented games aiming to improve your child’s motor skills, agility and flexibility. Youth BJJ is a fun class for youth that teaches discipline and helps build confidence.";"https://ufcgym.com/classes/womens-brazilian-jiu-jitsu-gi";"Designed for women, this class teaches basic BJJ techniques and practical self-defense skills. Learn Fundamental Takedowns, Position Controls, Position Escapes, and Submissions and leave feeling stronger and more empowered than ever.";"Boxing Conditioning, Daily Ultimate Training™, High Octane Conditioning, Kickboxing Conditioning, Boxing, TRX, Muay Thai, Power Pilates, Wrestling, MMA, Judo ";;"https://ufcgym.com/greenville/schedule";"Mon-Thurs: 5:00am-11:00pm; Fri: 5:00am-8:00pm; Sat: 7:00am-4:00pm; Sun: 7:00am-2:00pm";;;"greenvillegm@ufcgym.com";"https://www.facebook.com/ufcgymgreenville/";"https://www.youtube.com/channel/UC5oKrD4EqRqaR0AYDc3sayA";"https://youtu.be/KtrWfpvYhfk";;1;1224;
"Tick Tock Brazilian Jiu Jitsu";"https://ticktockbjj.com/";(843) 608-8727;"7671 Northwoods Blvd., Unit H";"North Charleston";"SC";29406;;"United States";"Our goal is to provide the best training in Brazilian Jiu-Jitsu, wrestling, MMA, and kickboxing as well as general fitness and health in the LowCountry. When Jacob McClintock was 12, Jacob began his mixed martial arts training at Elite Performance in Phoenix, Arizona but then moved over to Arizona Combat Sports. He made his pro-MMA debut in 2007. Jacob’s pro-MMA career has placed him in action with promotions such as FIGHT FORCE2, UWC, Total Combat, and Bellator Fighting Championships, traveling all over the world including Brazil and Russia to fight. Jacob has a current PRO MMA record of 8-­2 with all contests ending in the 1st round. Jacob’s true passion is Jiu Jitsu. Jacob earned his Black Belt under the famed Gustavo Dantas of GD Jiu-­Jitsu/Nova Uniao, Arizona and can now share his expertise in Charleston, through his new school, Tick­ Tock Brazilian Jiu Jitsu.";"https://s3.amazonaws.com/zenplannerwordpress-stack0/wp-content/uploads/sites/184/2018/09/08141610/Tick-Tock-copy400.png";;;;;"Kickboxing";;"https://ticktockbjj.com/calendar/";"Mon-Fri: 10:00am-12:00pm, 5:00pm-8:00pm; Sat: 10:00am-1:00pm; Sun: 10:00am-11:00am";"Jacob McClintock";;"professor@ticktockbjj.com";"https://www.facebook.com/ticktockbjj/";"https://www.youtube.com/channel/UCvWYMYUsjkVmLoqtRyt2Rvg";"https://youtu.be/XBJL54Yk59c";;1;1220;
"Modern Warrior MMA";"https://www.modernwarriormma.com/";(803) 526-6105;"774 Corporate Blvd";"Rock Hill";"SC";29730;;"United States";"At Modern Warrior MMA you will get a high level of training that will fit your needs; whether its better health and fitness, weight loss, self defense or competition. We strive to create the best training environment for beginners or professionals to achieve their goals. Modern Warrior is proud to say that we consist of a professional fighter, several amateur fighters, kickboxing fighters, Jiu Jitsu grapplers, people looking to get in shape, and some just looking for a boost in self-confidence. ";"https://static.wixstatic.com/media/7fdf29_4d61289b12924004a41e4264b7f29ec5~mv2_d_1275_1275_s_2.jpg/v1/fill/w_80,h_80,al_c,q_80,usm_0.66_1.00_0.01/7fdf29_4d61289b12924004a41e4264b7f29ec5~mv2_d_1275_1275_s_2.webp";;"A child with discipline, self-confidence, self-control, and respect for others is better equipped to excel in all areas of his/her life. Our Martial Arts program will teach all of these concepts with training that is both fun and educational. Your child will learn Jiu Jitsu, Muay Thai, and boxing in a safe, controlled environment. There is a belt ranking system in place to showcase each student’s skill level and accomplishment in our program. Yes, we do teach children fighting skills but our students have an understanding of when it is appropriate to use these skills.";;;"MMA";;;;"Keith Richardson";;"info@modernwarriormma.com";"https://www.facebook.com/modernwarriormma/";"https://www.youtube.com/channel/UCDY7rA_tOn4fudcaiS_HqmA";"https://youtu.be/I6PcZWTYwsw";;1;1222;
"No Illusions Martial Arts";"http://noillusionsmartialarts.com/";(605) 651-5452;"323 6th St";"Brookings";"SD";57006;;"United States";"Our mission is to provide the Brookings area with a safe, welcoming and positive culture to learn martial arts.";"https://i0.wp.com/noillusionsmartialarts.com/wp-content/uploads/2017/05/cropped-noillusionslogosm.png?fit=248%2C100";;;;;"MMA Kickboxing";"Monthly Membership: $80 Adults, $60 Kids ";"http://noillusionsmartialarts.com/schedule/";;"Cary Bingham";;"cary@noillusionsmartialarts.com";"https://www.facebook.com/NoIllusionsMartialArts/";;;;1;1229;
"Dakota Budokan";"https://www.dakotabudokan.com/";(605) 906-0815;"2000 W 42nd St";"Sioux Falls";"SD";57105;;"United States";"The premier location for Judo, Jujitsu, Submission grappling, Karate and Yoga. We are dedicated to teaching progressive martial arts with traditional values and culture. Following Judo's principle of mutual welfare and benefit, our goal is to produce martial artists of exceptional skill who are also ready to contribute positively to their community as valued and productive members of society. Whether you train for fun, for fitness, personal growth or competition, we have a program for you! We offer classes for all ages and experience levels.  We have students ranging in age from 4 yrs-60+.  ";;;"Our kids programs are truly special to us as we are developing not only future martial artists, but most importantly,  members of our own community.  Our youth class involves kids ages 4-13. Kids classes focus on the art and sport of Judo as well basic self-defense techniques known as Goshin Jutsu.";;"The Dakota Budokan is proud to announce our new Women’s only Judo and Jujitsu classes for fitness and self-defense!  Get in the best shape of your life while learning valuable self-defense skills. Judo and Jujitsu are arts that provide smaller individuals the technique and methods to overcome larger, more physically powerful attackers thru skill, physics and leverage";"Judo, Jujitsu, Submission Grappling, Karate, Yoga";;"https://www.dakotabudokan.com/schedule";;;;"hoteikansd@hotmail.com";"https://www.facebook.com/DakotaBudokan/";;;;1;1225;
"Next Edge Academy";"https://nextedgeacademy.com/";(605) 321-6105;"909 E 8th St";"Sioux Falls";"SD";57105;;"United States";"We are Next Edge Academy of Martial Arts. We opened in 2008 and haven't looked back since. Our goal is to continue creating a gym where people can be proud to be members. It doesn't matter if you are an 18-year-old looking to start in MMA or a 55-year-old looking for a new hobby. It doesn't matter if you are in shape or out of shape. We are a community and we are always looking for new members. We have helped members lose over 100 lbs, including the owner! We have also helped send fighters to the UFC. Again it doesn't matter if you are a hobbyist or you want to train as a pro. We have a spot for you.";"https://nextedgeacademy.com/wp-content/uploads/2018/11/NextEdgeGymLogo430156.png";"https://nextedgeacademy.com/kids-bjj/";"Brazilian Jiu Jitsu (BJJ) is a martial art, combat sport, and a self-defense system that focuses on grappling, take-downs, and most importantly ground fighting. It originated from the japanese fighting style of Judo and refined to what it is today in Brazil through Helio Gracie (father of BJJ). It is a growing sport that is starting to get traction in the international scene in part by the Ulitmate Fighter Championship (UFC). There are many reasons for your kids to do BJJ but I will narrow it down to just 5 of the top reasons why your kids should do BJJ.";;;"Muay Thai, MMA, Boxing";"Monthly: Adult Membership: $95 USD Monthly, Student Membership: $75 USD Monthly, Kids Membership: $75 USD Monthly, Traveling Membership: $75 USD Monthly, Civil Membership: $85 USD Monthly. Annually: Adult Membership: $950 USD Annually, Student Membership: $750 USD Annually, Kids Membership: $750 USD Annually, Traveling Membership: $750 USD Annually, Civil Membership: $850 USD Annually.";"https://nextedgeacademy.com/schedule/";;"Bruce Hoyer";;"info@nextedgeacademy.com";"https://www.facebook.com/NextEdgeAcademy/";"https://www.youtube.com/user/nextedgeacademy";"https://youtu.be/BJg6WF7KYiA";;1;1227;
"Ingram's Martial Arts";"http://ingramsmartialarts.com/";(901) 386-2050;"6496 Summer Ave, Suite 101";"Bartlett";"TN";38134;"4/5 Stars";"United States";"Eric has been training for 16 years in martial arts. He holds a black belt in both Taekwondo, Judo, Brazilian Jiu-Jitsu, and a world championship in Muay Thai Kickboxing. Training since he was a small child lead him to develop a unique love of the sport. After years of competing and learning from different instructors, he started his true passion of teaching and instructing. Using his in-depth knowledge of Martial Arts, Eric is able to communicate effectively to his students no matter their skill level, age, or physical ability.  Under his leadership, his students have gone on to win medals in Brazilian Jiu-Jitsu as well as Mixed Martial Arts Bouts. More importantly, his students learn to love the sport in a way that benefits  every aspect of their lives. Ingram’s Martial Arts offers classes for both kids and adults. Our curriculum focuses on Brazilian Jiu Jitsu, Muay Thai, kickboxing, and self-defense. we have an extremely diverse program that showcases a combination of grappling and striking techniques that are practical for self-defense situations. ";"http://ingramsmartialarts.com/wp-content/uploads/2016/07/ingram-martial-arts-logo.jpg";"http://ingramsmartialarts.com/kids-martial-arts/";"Youth Program (age 7-12): We stress non-violent conflict resolution, how to avoid dangerous situations, and practical Self-defense techniques for getting away from a range of situations and being bullied. Our realistic training includes kickboxing, grappling and self-defense. Leaders are Victors not Victims. Your child will be taught that their self defense skills are for self-defense only, and they will have a clear understanding of being personally responsible for. Teen Program (age 13-17): IMA offers MMA classes and training that will give your teen more focus and self-confidence, skills most every teenager can benefit from in today’s world. Our MMA classes for teens are held in a safe and positive environment. Being conveniently located near Bartlett TN and right off interstate 40 we are just an exit away from your child starting his or her first martial arts class today.";;;"Muay Thai, Fitness Kickboxing";;"http://ingramsmartialarts.com/schedule/";;"Eric";"3 Free Days of Unlimited Training with No Obligations";"ingramsmartialarts@gmail.com";"https://www.facebook.com/ingramsmartialarts/";;;;1;1236;
"Chilcutt's Memphis MMA";"http://www.mymemphismma.com/";(901) 258-1900;"2872 Wolf Creek Pkwy";"Memphis";"TN";38133;"4.66666666667/5 Stars";"United States";"Chilcutt's Memphis Mixed Martial Arts is a community that uses martial arts to enable students to achieve their goals of self protection, personal development, fitness and beyond. Our facility is safe, fun, clean, and family oriented.";"http://www.mymemphismma.com/media/martial_arts_bartlett_memphis_tn_logo.png";"http://www.mymemphismma.com/classes/kids-martial-arts-and-karate";"Chilcutt’s Memphis Mixed Martial Arts excels at child character development. We enable children to defeat bullies. Martial arts will increase your child's self confidence, fitness, focus, discipline and more. ";"http://www.mymemphismma.com/classes/womens-self-defense";;"Kickboxing, Krav Maga, Weapons Kali, Yoga, Muay Thai";;"http://www.mymemphismma.com/schedule";;"Chad Chilcutt";"2 free trial classes offer!";"chad@mymemphismma.com";"https://www.facebook.com/chilcuttsmma/";"https://www.youtube.com/user/ChilcuttPMA";"https://youtu.be/6eZXOGAncuo";;1;1539;
"Harris Holt Martial Arts Academy";"https://hhmartialarts.com/";(931) 542-1151;"211 W Dunbar Cave Rd";"Clarksville";"TN";37040;"5/5 Stars";"United States";"Harris Holt Martial Arts Academy is the area’s newest professional Martial Arts School, with one of the largest training facilities in Clarksville.";"https://hhmartialarts.com/wp-content/uploads/2015/07/HHMA-Logo-Horizontal-Inverted-2015.png";"https://hhmartialarts.com/about/class-descriptions/";"Little Ninjas (ages 4-5) - Our Little Ninjas class focuses on the basics of karate while keeping the emphasis on fun. This class is only thirty minutes long as opposed to a regular class time of fifty minutes. Child Beginner (ages 6-8)- White- Yellow/Black Belt - This class is for slightly older students and combines a more complex physical workout while still teaching the basic techniques used in karate. This class is the regular time of fifty minutes. Child Intermediate/Advanced (ages 6-8)- Blue Belt- Black Belt - The Child Intermediate/Advanced class is for children who have complete the basic techniques taught in the Beginners class and are ready for the more advanced karate techniques while keeping the lessons fun and exciting. Youth Beginner (ages 9-12) – White Belt – Yellow/Black Belt - This class teaches basic techniques and is more complex than the Child Beginner class. Youth Intermediate (ages 9-12) – Yellow Belt/Black – Green Belt - The Youth Intermediate class teaches more intermediate techniques, combinations, as well as more self-defense & sparring. Pre-school Karate Programs - Harris Holt Martial Arts offers Karate programs at local pre-schools. These classes focus on fun while combining physical fitness, basics of karate, games, and much more! Contact us today to ask about starting a course at your pre-school! HomeSchool Karate Programs - Complement your child’s homeschooling with the benefits of Martial Arts training. Physical fitness, Balance & Coordination, Confidence, Respect, Improved listening skills, Self Discipline and Self-Esteem are just some of the benefits that your child Will learn at Harris Holt Martial Arts. Students build social skills and make new friendships in this safe and fun learning environment along with meeting physical fitness requirements. Homeschool students have the flexibility to meet other Homeschooled students in our special Homeschool early afternoon classes or to join in our evening classes with other HHMA students. We are the only karate school in Clarksville that offers an exclusive homeschool class. This class is offered on Tuesdays, intermediate class is from 1-1:50 and beginner class is from 2:00-2:50. This class is for ages 5 and up. Child & Youth Grappling Judo/Jiu Jitsu - The Harris-Holt Martial Arts Ju-Jitsu program is an eclectic style of various grappling arts. It is a battle tested style suited for street defense or the competition arenas. The Kami Bushi Do Ju-Jitsu is a combination of Judo, Japanese and Brazilian Ju-Jitsu, Sambo, Shooto, and Freestyle and Catch Wrestling. We train in, both, the Gi and without. We utilize the hard takedowns of Judo and Wrestling, the chokes and joint locks of Ju-Jitsu and Catch Wrestling, and the leg locks of Sambo and Shooto, to form a highly effective system to battle any form of attack or competition that may be in our way! Our Ju-Jitsu system also puts strong emphasis on physical fitness. Not only do we enjoy the idea of being in better shape than our opponents on the street, but we also want to be in shape for the strenuous challenge of competition. Any student that dedicates themselves to the training of Kami Bushi Do Ju-Jitsu will definitely find a great mix of hard training and great technique!";;;"Boxing, Muay Thai/Kickboxing, MMA";;"https://hhmartialarts.com/class-schedule/";;"Blake Harris";;"info@hhmartialarts.com";"https://www.facebook.com/harrisholtmartialarts";"https://www.youtube.com/user/HHMartialArts";"https://youtu.be/gxHmGEV-pfY";;1;1241;
"Modern Martial Arts and Family Fitness";"http://www.mmaffc.com/";(931) 218-7719;"2126-B Fort Campbell Blvd";"Clarksville";"TN";37042;;"United States";"Modern Martial Arts and Family Fitness is Clarksville’s premiere destination for Jiu-Jitsu and Kickboxing instruction. Learn effective self-defense skills, get fit, make friends and have fun all under one roof.";"http://nebula.wsimg.com/a6adb6cae8eb69f8e37e8d6d879ba362?AccessKeyId=F7524AB75CDB9199234E&disposition=0&alloworigin=1";"http://www.mmaffc.com/kids.html";"Modern Martial Arts and Family Fitness offers Jiu-Jitsu for kids in two age groups. Our Little Warriors Program is for children four to eight. Class consists of an adequate warm-up, skill enhancing games, fundamental technique and supervised live sparring sessions. Little Warriors meet from 5 to 6 p.m. Monday through Friday. Junior Jiu-Jitsu is for youth aged nine to 15. The class closely resembles the adult class structure. Students perform fundamental drills as part of the warm-up. Lessons include multiple techniques per session to emphasize chaining attacks together. Students have more opportunity to engage in live sparring. Matches will be supervised to ensure safety. Junior Jiu-Jitsu meets from 6 to 7 p.m. Both groups may attend the 11 a.m. Saturday class.Parents with children in both age groups may allow the older child to participate in the early session. Younger children will not attend the later session. As teens develop skill and maturity, they may be invited to join the adult class.";;;"Kickboxing";;"http://www.mmaffc.com/schedule.html";;"Don Dees";;"coachdon@mmaffc.com";"https://www.facebook.com/JJFamFit/";"https://www.youtube.com/channel/UCRzom7V4aIaI0EW5xPqrTNw";"https://youtu.be/eCOER52InwM";;1;1242;
"Gracie Barra Franklin";"http://graciebarrafranklin.com/";(615) 628-8591;"4115 Mallory Ln #206";"Franklin";"TN";37067;"5/5 Stars";"United States";"Gracie Barra Brazilian Jiu-Jitsu School in Franklin, TN was founded in November 2011. We are very pleased to be part of the Franklin, TN (Cool Springs – Brentwood – Nashville) martial arts community and the expanding Gracie Barra Brazilian Jiu-Jitsu legacy. We are proud to be the premier Brazilian Jiu-Jitsu & Fitness gym in the Franklin area, providing world class BJJ, Submission Wrestling & Fitness instruction for adults and kids in the nearby communities of Cool Springs, Brentwood, and Nashville. Our website is just a virtual extension of our school. Here you’ll find information about our BJJ & Fitness programs, our classes, our sport and us. Gracie Barra is well known worldwide for its commitment to teaching high-level Brazilian Jiu-Jitsu, producing some of the top athletes in our sport. At our School, you will receive hands on attention from our world class Professors and Coaches who will monitor your progress in a clean, safe, and friendly environment. Whether you are just looking for fitness to get in shape, learn self defense, or possibly become a BJJ world champion, we can help you achieve your goals. Brazilian Jiu-Jitsu is a diverse and multifaceted martial art that everyone is capable of learning and enjoying its many benefits. It is highly effective for men, women, and children because it relies on leverage, timing, and proper technique to overcome larger and stronger opponents. It is a more practical alternative to traditional martial arts like Karate and Tae Kwon Do and, as a result, is growing rapidly in popularity. Our programs at Gracie Barra Franklin Brazilian Jiu Jitsu and Self Defense reflect more than thirty years of Master Carlos Gracie’s teaching experience and have succeeded in improving the life quality, self-esteem, discipline, fitness and health of thousands of individuals around the world, as well as building some of the best BJJ fighters ever known! Gracie Barra schools are located worldwide with over 700 locations, and as a member you have free access to all of them!";"https://graciebarra.com/franklin-tn/wp-content/uploads/sites/26/2018/01/gb-franklin.png";"https://graciebarra.com/franklin-tn/kids-teens-programs/";"Children and teens of all skill levels and abilities will benefit from Jiu-Jitsu classes at Gracie Barra in Franklin, TN. Our Gracie Barra Kids Program is designed to teach children self-discipline as well as providing a unique way to express themselves. Our instructors are trained to interact and offer gentle correction for children and teens who practice the art of Jiu-Jitsu. Children over the age of three can begin their training at any of our 700 Gracie Barra Schools, experiencing the true power of brotherhood and integrity. Our GBK program is structured similarly to adult courses, with adaptations and modifications made to reach the different age ranges in the class. Jiu-Jitsu classes for children begin with the building blocks that are needed to teach the fundamentals of Jiu-Jitsu. We have developed a curriculum that is structured in a way that shows children and teens the value of routine, cooperation and self-awareness.";;;"BarraFIT";;"https://graciebarra.com/franklin-tn/our-school/#schedule";"Mon-Fri: 9:30am-8:30pm";;;;"https://www.facebook.com/gbfranklintn/";"https://www.youtube.com/user/gbcoolsprings";"https://youtu.be/4-NjxNsn7wY";;1;1232;
"Franklin Jiu Jitsu & Judo";"https://www.franklinbjjj.com/";(615) 447-8117;"810 Del Rio Pike";"Franklin";"TN";37069;;"United States";"We are a Shawn Hammonds affiliate Jiu Jitsu and Judo school in Franklin, TN. Led by standout black belt instructor Javier Arroyo, kids and adults can learn with and be a part of the best Jiu Jitsu team in middle TN!";"https://static.wixstatic.com/media/ee57e5_b522f9f90ee94264bcc0edef9dd8b2b5~mv2.gif";;;;;;;"https://www.franklinbjjj.com/schedule";;"Javier Arroyo";;"franklinbjjj@gmail.com";"https://www.facebook.com/Franklinjjj/";;;;1;1231;
"Pezao Jiu-Jitsu";"http://www.pezaojiujitsu.com/";(615) 891-0015;"707 W Main St";"Hendersonville";"TN";37075;;"United States";"Pezão Jiu-Jitsu of Hendersonville, TN offers Brazilian jiu-jitsu classes for youth and adult; youth MMA classes; adult Muay Thai classes, and women’s kickboxing. We are dedicated to helping our athletes grow and progress mentally and physically.  No matter what the age, or how in shape or out of shape an athlete may be, goals are met and new ones are always created.";;"http://www.pezaojiujitsu.com/programs.html";"This MMA program puts the kids Through a curriculum that has been created to develop the child self-esteem, Confidence, self discipline, and overall health. Studies have shown that children that learn self defense become more assertive and less aggressive. The kids will learn Muay Thai(their stand up game) and Jiu-Jitsu ( their ground game).";;;;;"http://www.pezaojiujitsu.com/programs.html";;"Ricky Ward";;;"https://www.facebook.com/Smash-Bros-Shebaro-Jiu-Jitsu-Nashville-268863293267266/";;;;1;1538;
"Bushido Mixed Martial Arts";"https://bushidommacombatsportsfitness.com/";(423) 398-5755;"935 Wilcox Court, Suite 110";"Kingsport";"TN";37660;;"United States";"At Bushido Mixed Martial Arts, we are committed to being a leading provider of reality-based self- defense solutions for modern times. With the underlying theme being the ability to survive a real-life encounter, Bushido Academy will surpass its clients’ expectations for top quality instruction, state of the art training, functional fitness, and a no-nonsense approach to training in combative art methodologies; all the while, developing champions in life through a comprehensive personal development program, focusing on character education and life skills.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/logo-134365.png";"https://bushidommacombatsportsfitness.com/classes/Kids-Martial-Arts";"At Bushido Mixed Martial Arts, we know how important it is for your child to take on developmentally appropriate instruction. And that's what we work hard to offer every single day. In our Kids Martial Arts program, your child can enjoy age-appropriate training with a focus on building their skills one step at a time. We are proud to work with students all across Kingsport, Johnson City, and Bristol. All experience levels are welcome.";;;"Kickboxing";;;;"Jason Brake";;"bushidowarriors@outlook.com";"https://www.facebook.com/bushidoacademykpt/";"https://www.youtube.com/channel/UC1HDN6vnhux22Ll3iHk-gnw";"https://youtu.be/qidl7r5yrz4";;1;1248;
"Lucas Lepri Brazilian Jiu Jitsu";"https://lepribjjknoxville.com/";(865) 963-2207;"3325 Sutherland Avenue";"Knoxville";"TN";37919;;"United States";"At Lucas Lepri Brazilian Jiu-Jitus, we are a world class Brazilian jiu-jitsu gym with 5 world champions training out of the school. Our training is led by Laban Propst, a 4X world champion and developmental pediatric exercise physiologist. We focus on providing the best martial arts training in Knoxville to children and families. Even though we are successful in the competitive domain of Brazilian jiu-jitsu we also train students for fitness, self-defense, etc. We help the students reach their own personal goals.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/Logo-140605.png";"https://lepribjjknoxville.com/classes/Kids-Martial-Arts";"Our Kids Martial Arts Program Includes The Best Brazilian Jiu-Jitsu And Bullyproof Training. If you're looking for the best way to keep your child active, help them develop confidence, and prepare them for anything life throws their way, come see us here at Lucas Lepri Brazilian Jiu-Jitsu today and take on the best Kids Martial Arts classes in Knoxville. Our kids program is based on a structured curriculum, developed by 12-time World Champion Team Alliance, which is age specific and battle tested. It incorporates teaching techniques, games, drills and live sparring. Classes are separated by age and skill level. We also offer a renowned Bullyproof program and a revolutionary BJJ Play system for kids of all ages. ";;;"Self-Defense Classes";;"https://lepribjjknoxville.com/Home/Schedule";;"Laban Propst";;"bjjknoxville@gmail.com";"https://www.facebook.com/lucaslepribrazilianjiujitsuknoxville/";"https://www.youtube.com/channel/UC8oAIvmkqYpwWfH2g1y5xNA";"https://youtu.be/3a9_SdrKygY";;1;1243;
"Mullen Karate Kickboxing";;(901) 406-2460;"2881 Kirby Rd";"Memphis";"TN";38119;;"United States";;;;;;;;;;;;;;;;;;1;1239;
